Dependency=clothes_dryer,Dependency=cooking_range,Dependency=geometry_building_type_recs,Dependency=geometry_unit_cfa_bin,Dependency=hvac_cooling_type,Dependency=vintage,Dependency=water_heater_fuel_type,100,101-124,125,126-199,200,201+,<100
none,non-electricity,single-family attached,4000+,room air conditioner,1970s,electricity,0.072155,0.002729,0.010767,0.027468,0.870124,0.010303,0.006454
none,non-electricity,single-family attached,4000+,room air conditioner,1970s,non-electricity,0.472712,0.003528,0.02749,0.035516,0.443459,0.00895,0.008345
none,non-electricity,single-family attached,4000+,room air conditioner,1980s,electricity,0.126529,0.00414,0.047542,0.041676,0.754688,0.015633,0.009792
none,non-electricity,single-family attached,4000+,room air conditioner,1980s,non-electricity,0.583583,0.003769,0.085454,0.037937,0.270784,0.00956,0.008913
none,non-electricity,single-family attached,4000+,room air conditioner,1990s,electricity,0.047048,0.001779,0.017281,0.01791,0.905056,0.006718,0.004208
none,non-electricity,single-family attached,4000+,room air conditioner,1990s,non-electricity,0.362472,0.002705,0.051885,0.027233,0.542443,0.006863,0.006399
none,non-electricity,single-family attached,4000+,room air conditioner,2000s,electricity,0.023842,0.000902,0.008757,0.009076,0.951886,0.003404,0.002132
none,non-electricity,single-family attached,4000+,room air conditioner,2000s,non-electricity,0.228927,0.001709,0.032769,0.0172,0.71102,0.004334,0.004041
none,non-electricity,single-family attached,4000+,room air conditioner,2010s,electricity,0.031347,0.001185,0.011514,0.011933,0.936741,0.004476,0.002804
none,non-electricity,single-family attached,4000+,room air conditioner,2010s,non-electricity,0.277488,0.002071,0.03972,0.020848,0.64972,0.005254,0.004898
none,non-electricity,single-family attached,4000+,room air conditioner,<1940,electricity,0.024456,0.001226,0.011909,0.012342,0.942538,0.00463,0.0029
none,non-electricity,single-family attached,4000+,room air conditioner,<1940,non-electricity,0.230098,0.002277,0.043664,0.022918,0.689882,0.005776,0.005385
none,non-electricity,single-family attached,500-749,central air conditioner,1940s,electricity,0.067307,0.007331,0.467608,0.086503,0.332492,0.021422,0.017338
none,non-electricity,single-family attached,500-749,central air conditioner,1940s,non-electricity,0.221226,0.004755,0.598959,0.056115,0.098361,0.009336,0.011247
none,non-electricity,single-family attached,500-749,central air conditioner,1950s,electricity,0.065808,0.007437,0.519117,0.087759,0.280556,0.021733,0.01759
none,non-electricity,single-family attached,500-749,central air conditioner,1950s,non-electricity,0.206616,0.004608,0.635166,0.054381,0.079281,0.009048,0.0109
none,non-electricity,single-family attached,500-749,central air conditioner,1960s,electricity,0.193104,0.009696,0.397864,0.114414,0.233656,0.028334,0.022933
none,non-electricity,single-family attached,500-749,central air conditioner,1960s,non-electricity,0.477578,0.004733,0.383464,0.055847,0.057893,0.009292,0.011194
none,non-electricity,single-family attached,500-749,central air conditioner,1970s,electricity,0.158979,0.011774,0.247456,0.13894,0.380595,0.034408,0.027848
none,non-electricity,single-family attached,500-749,central air conditioner,1970s,non-electricity,0.482525,0.007053,0.292694,0.083228,0.10397,0.013847,0.016682
none,non-electricity,single-family attached,500-749,central air conditioner,1980s,electricity,0.137694,0.008824,0.539664,0.104121,0.163042,0.025785,0.02087
none,non-electricity,single-family attached,500-749,central air conditioner,1980s,non-electricity,0.350806,0.004437,0.535811,0.052355,0.037387,0.008711,0.010494
none,non-electricity,single-family attached,500-749,central air conditioner,1990s,electricity,0.100102,0.007414,0.383518,0.087484,0.382284,0.021665,0.017535
none,non-electricity,single-family attached,500-749,central air conditioner,1990s,non-electricity,0.323921,0.004735,0.483638,0.055872,0.111339,0.009296,0.011199
none,non-electricity,single-family attached,500-749,central air conditioner,2000s,electricity,0.070938,0.005254,0.271783,0.061996,0.56225,0.015353,0.012426
none,non-electricity,single-family attached,500-749,central air conditioner,2000s,non-electricity,0.289283,0.004229,0.431921,0.049897,0.206367,0.008302,0.010001
none,non-electricity,single-family attached,500-749,central air conditioner,2010s,electricity,0.08221,0.006089,0.314968,0.071847,0.492693,0.017792,0.014401
none,non-electricity,single-family attached,500-749,central air conditioner,2010s,non-electricity,0.304368,0.004449,0.454443,0.052499,0.164984,0.008735,0.010523
none,non-electricity,single-family attached,500-749,central air conditioner,<1940,electricity,0.06449,0.006332,0.327556,0.074718,0.493424,0.018504,0.014976
none,non-electricity,single-family attached,500-749,central air conditioner,<1940,non-electricity,0.250003,0.004845,0.494853,0.057167,0.172162,0.009511,0.011458
none,non-electricity,single-family attached,500-749,heat pump,1940s,electricity,0.060804,0.008633,0.565977,0.019239,0.28072,0.044208,0.020418
none,non-electricity,single-family attached,500-749,heat pump,1940s,non-electricity,0.188817,0.005291,0.684925,0.011791,0.07846,0.018203,0.012514
none,non-electricity,single-family attached,500-749,heat pump,1950s,electricity,0.058371,0.008599,0.616918,0.019165,0.232573,0.044036,0.020338
none,non-electricity,single-family attached,500-749,heat pump,1950s,non-electricity,0.174215,0.005065,0.717548,0.011289,0.062476,0.017427,0.01198
none,non-electricity,single-family attached,500-749,heat pump,1960s,electricity,0.178806,0.011703,0.493592,0.026083,0.202202,0.059933,0.02768
none,non-electricity,single-family attached,500-749,heat pump,1960s,non-electricity,0.433693,0.005602,0.466558,0.012486,0.049134,0.019275,0.013251
none,non-electricity,single-family attached,500-749,heat pump,1970s,electricity,0.1573,0.015186,0.32804,0.033845,0.35194,0.07777,0.035918
none,non-electricity,single-family attached,500-749,heat pump,1970s,non-electricity,0.457409,0.008716,0.371741,0.019424,0.092111,0.029986,0.020614
none,non-electricity,single-family attached,500-749,heat pump,1980s,electricity,0.150432,0.009785,0.615097,0.021807,0.129628,0.050109,0.023143
none,non-electricity,single-family attached,500-749,heat pump,1980s,non-electricity,0.358809,0.004606,0.571749,0.010266,0.027828,0.015848,0.010895
none,non-electricity,single-family attached,500-749,heat pump,1990s,electricity,0.093138,0.008992,0.478094,0.02004,0.332421,0.046048,0.021267
none,non-electricity,single-family attached,500-749,heat pump,1990s,non-electricity,0.28622,0.005454,0.572564,0.012154,0.091945,0.018764,0.012899
none,non-electricity,single-family attached,500-749,heat pump,2000s,electricity,0.06861,0.006624,0.352188,0.014762,0.508228,0.033921,0.015667
none,non-electricity,single-family attached,500-749,heat pump,2000s,non-electricity,0.260465,0.004963,0.521043,0.011061,0.173654,0.017075,0.011738
none,non-electricity,single-family attached,500-749,heat pump,2010s,electricity,0.078285,0.007558,0.40185,0.016844,0.438883,0.038704,0.017876
none,non-electricity,single-family attached,500-749,heat pump,2010s,non-electricity,0.271788,0.005179,0.543693,0.011542,0.137733,0.017817,0.012249
none,non-electricity,single-family attached,500-749,heat pump,<1940,electricity,0.061248,0.007839,0.416797,0.017471,0.437961,0.040144,0.018541
none,non-electricity,single-family attached,500-749,heat pump,<1940,non-electricity,0.221053,0.005584,0.586232,0.012445,0.142268,0.019211,0.013207
none,non-electricity,single-family attached,500-749,none,1940s,electricity,0.037945,0.005421,0.695093,0.030072,0.199282,0.019366,0.012821
none,non-electricity,single-family attached,500-749,none,1940s,non-electricity,0.111976,0.003157,0.799377,0.017514,0.05293,0.007578,0.007467
none,non-electricity,single-family attached,500-749,none,1950s,electricity,0.035483,0.00526,0.738023,0.029179,0.160824,0.018791,0.01244
none,non-electricity,single-family attached,500-749,none,1950s,non-electricity,0.101579,0.002972,0.823364,0.016486,0.041438,0.007133,0.007029
none,non-electricity,single-family attached,500-749,none,1960s,electricity,0.117079,0.007711,0.636041,0.042776,0.15061,0.027548,0.018237
none,non-electricity,single-family attached,500-749,none,1960s,non-electricity,0.294721,0.003831,0.623958,0.021252,0.037983,0.009195,0.00906
none,non-electricity,single-family attached,500-749,none,1970s,electricity,0.11284,0.010962,0.463107,0.06081,0.287193,0.039162,0.025926
none,non-electricity,single-family attached,500-749,none,1970s,non-electricity,0.328367,0.006296,0.52519,0.034925,0.075221,0.015111,0.01489
none,non-electricity,single-family attached,500-749,none,1980s,electricity,0.073301,0.006161,0.757499,0.034179,0.092275,0.022012,0.014572
none,non-electricity,single-family attached,500-749,none,1980s,non-electricity,0.18768,0.003113,0.755834,0.017272,0.021265,0.007473,0.007364
none,non-electricity,single-family attached,500-749,none,1990s,electricity,0.061069,0.005932,0.616918,0.032911,0.247944,0.021195,0.014031
none,non-electricity,single-family attached,500-749,none,1990s,non-electricity,0.181187,0.003474,0.713303,0.019271,0.066211,0.008338,0.008216
none,non-electricity,single-family attached,500-749,none,2000s,electricity,0.05084,0.004939,0.513583,0.027398,0.373916,0.017644,0.011681
none,non-electricity,single-family attached,500-749,none,2000s,non-electricity,0.171949,0.003297,0.676931,0.018289,0.113824,0.007913,0.007797
none,non-electricity,single-family attached,500-749,none,2010s,electricity,0.05347,0.005194,0.540154,0.028815,0.341523,0.018557,0.012285
none,non-electricity,single-family attached,500-749,none,2010s,non-electricity,0.174506,0.003346,0.687,0.018561,0.100644,0.008031,0.007913
none,non-electricity,single-family attached,500-749,none,<1940,electricity,0.041434,0.005336,0.554904,0.029602,0.337038,0.019064,0.012621
none,non-electricity,single-family attached,500-749,none,<1940,non-electricity,0.138145,0.003511,0.720993,0.019479,0.101139,0.008428,0.008305
none,non-electricity,single-family attached,500-749,room air conditioner,1940s,electricity,0.064489,0.007024,0.542241,0.070413,0.278696,0.020525,0.016612
none,non-electricity,single-family attached,500-749,room air conditioner,1940s,non-electricity,0.20017,0.004303,0.655908,0.043135,0.077859,0.008448,0.010177
none,non-electricity,single-family attached,500-749,room air conditioner,1950s,electricity,0.062034,0.007011,0.592243,0.070281,0.231363,0.020487,0.016581
none,non-electricity,single-family attached,500-749,room air conditioner,1950s,non-electricity,0.18523,0.004131,0.689159,0.041418,0.062179,0.008111,0.009772
none,non-electricity,single-family attached,500-749,room air conditioner,1960s,electricity,0.186178,0.009348,0.464254,0.093715,0.197077,0.027318,0.02211
none,non-electricity,single-family attached,500-749,room air conditioner,1960s,non-electricity,0.448436,0.004444,0.435778,0.04455,0.047556,0.008725,0.010511
none,non-electricity,single-family attached,500-749,room air conditioner,1970s,electricity,0.161648,0.011972,0.304516,0.120019,0.338544,0.034985,0.028316
none,non-electricity,single-family attached,500-749,room air conditioner,1970s,non-electricity,0.465753,0.006808,0.341927,0.06825,0.087794,0.013366,0.016102
none,non-electricity,single-family attached,500-749,room air conditioner,1980s,electricity,0.127802,0.00819,0.606217,0.082102,0.132387,0.023932,0.01937
none,non-electricity,single-family attached,500-749,room air conditioner,1980s,non-electricity,0.318882,0.004033,0.589467,0.040431,0.029731,0.007918,0.009539
none,non-electricity,single-family attached,500-749,room air conditioner,1990s,electricity,0.098174,0.007271,0.455225,0.072892,0.327993,0.021248,0.017197
none,non-electricity,single-family attached,500-749,room air conditioner,1990s,non-electricity,0.300106,0.004387,0.542301,0.043977,0.090242,0.008612,0.010375
none,non-electricity,single-family attached,500-749,room air conditioner,2000s,electricity,0.072575,0.005375,0.336522,0.053885,0.503223,0.015707,0.012713
none,non-electricity,single-family attached,500-749,room air conditioner,2000s,non-electricity,0.273558,0.003999,0.494327,0.040086,0.170722,0.00785,0.009457
none,non-electricity,single-family attached,500-749,room air conditioner,2010s,electricity,0.082691,0.006124,0.383429,0.061396,0.433978,0.017897,0.014485
none,non-electricity,single-family attached,500-749,room air conditioner,2010s,non-electricity,0.285239,0.004169,0.515435,0.041798,0.135312,0.008186,0.009861
none,non-electricity,single-family attached,500-749,room air conditioner,<1940,electricity,0.064757,0.006358,0.398075,0.063741,0.43345,0.01858,0.015038
none,non-electricity,single-family attached,500-749,room air conditioner,<1940,non-electricity,0.232798,0.004511,0.557692,0.045225,0.140247,0.008857,0.01067
none,non-electricity,single-family attached,750-999,central air conditioner,1940s,electricity,0.40784,0.002251,0.172252,0.026567,0.379186,0.006579,0.005325
none,non-electricity,single-family attached,750-999,central air conditioner,1940s,non-electricity,0.789306,0.00086,0.129914,0.010147,0.06605,0.001688,0.002034
none,non-electricity,single-family attached,750-999,central air conditioner,1950s,electricity,0.419192,0.002401,0.201025,0.028334,0.336352,0.007017,0.005679
none,non-electricity,single-family attached,750-999,central air conditioner,1950s,non-electricity,0.782186,0.000884,0.146179,0.010434,0.056488,0.001736,0.002091
none,non-electricity,single-family attached,750-999,central air conditioner,1960s,electricity,0.714787,0.001819,0.08953,0.021465,0.16278,0.005316,0.004302
none,non-electricity,single-family attached,750-999,central air conditioner,1960s,non-electricity,0.925728,0.000465,0.045187,0.005487,0.021121,0.000913,0.0011
none,non-electricity,single-family attached,750-999,central air conditioner,1970s,electricity,0.619927,0.002327,0.058661,0.02746,0.27932,0.0068,0.005504
none,non-electricity,single-family attached,750-999,central air conditioner,1970s,non-electricity,0.917331,0.00068,0.033828,0.00802,0.037201,0.001334,0.001607
none,non-electricity,single-family attached,750-999,central air conditioner,1980s,electricity,0.657952,0.002137,0.156766,0.025217,0.146629,0.006245,0.005054
none,non-electricity,single-family attached,750-999,central air conditioner,1980s,non-electricity,0.889766,0.00057,0.082617,0.00673,0.017847,0.00112,0.001349
none,non-electricity,single-family attached,750-999,central air conditioner,1990s,electricity,0.495155,0.001859,0.115328,0.021933,0.355897,0.005432,0.004396
none,non-electricity,single-family attached,750-999,central air conditioner,1990s,non-electricity,0.856055,0.000634,0.077702,0.007484,0.05538,0.001245,0.0015
none,non-electricity,single-family attached,750-999,central air conditioner,2000s,electricity,0.358097,0.001344,0.083406,0.015862,0.534184,0.003928,0.003179
none,non-electricity,single-family attached,750-999,central air conditioner,2000s,non-electricity,0.807937,0.000599,0.073335,0.007063,0.108476,0.001175,0.001416
none,non-electricity,single-family attached,750-999,central air conditioner,2010s,electricity,0.411638,0.001545,0.095876,0.018234,0.464537,0.004515,0.003655
none,non-electricity,single-family attached,750-999,central air conditioner,2010s,non-electricity,0.829478,0.000615,0.07529,0.007252,0.084706,0.001206,0.001453
none,non-electricity,single-family attached,750-999,central air conditioner,<1940,electricity,0.352261,0.001753,0.10877,0.020686,0.507261,0.005123,0.004146
none,non-electricity,single-family attached,750-999,central air conditioner,<1940,non-electricity,0.789413,0.000775,0.094992,0.009149,0.102314,0.001522,0.001834
none,non-electricity,single-family attached,750-999,heat pump,1940s,electricity,0.398106,0.002865,0.225276,0.006385,0.345922,0.01467,0.006776
none,non-electricity,single-family attached,750-999,heat pump,1940s,non-electricity,0.762451,0.001083,0.168138,0.002413,0.059629,0.003726,0.002561
none,non-electricity,single-family attached,750-999,heat pump,1950s,electricity,0.404464,0.00302,0.259872,0.006731,0.303305,0.015466,0.007143
none,non-electricity,single-family attached,750-999,heat pump,1950s,non-electricity,0.751203,0.001107,0.188094,0.002467,0.050702,0.003809,0.002618
none,non-electricity,single-family attached,750-999,heat pump,1960s,electricity,0.706116,0.002342,0.118498,0.005221,0.150286,0.011996,0.00554
none,non-electricity,single-family attached,750-999,heat pump,1960s,non-electricity,0.915217,0.000599,0.059855,0.001335,0.019515,0.002062,0.001417
none,non-electricity,single-family attached,750-999,heat pump,1970s,electricity,0.624881,0.003058,0.079222,0.006815,0.263134,0.015659,0.007232
none,non-electricity,single-family attached,750-999,heat pump,1970s,non-electricity,0.912382,0.000881,0.045078,0.001964,0.03458,0.003032,0.002084
none,non-electricity,single-family attached,750-999,heat pump,1980s,electricity,0.691526,0.00228,0.171895,0.005081,0.112152,0.011675,0.005392
none,non-electricity,single-family attached,750-999,heat pump,1980s,non-electricity,0.894978,0.000582,0.086697,0.001298,0.013064,0.002004,0.001377
none,non-electricity,single-family attached,750-999,heat pump,1990s,electricity,0.491104,0.002403,0.153253,0.005356,0.329894,0.012306,0.005684
none,non-electricity,single-family attached,750-999,heat pump,1990s,non-electricity,0.839774,0.000811,0.102126,0.001807,0.050773,0.00279,0.001918
none,non-electricity,single-family attached,750-999,heat pump,2000s,electricity,0.362498,0.001774,0.113121,0.003953,0.505376,0.009084,0.004195
none,non-electricity,single-family attached,750-999,heat pump,2000s,non-electricity,0.796295,0.000769,0.096839,0.001714,0.099919,0.002646,0.001819
none,non-electricity,single-family attached,750-999,heat pump,2010s,electricity,0.413278,0.002022,0.128967,0.004507,0.436086,0.010356,0.004783
none,non-electricity,single-family attached,750-999,heat pump,2010s,non-electricity,0.815805,0.000788,0.099211,0.001756,0.077866,0.002711,0.001863
none,non-electricity,single-family attached,750-999,heat pump,<1940,electricity,0.353479,0.002293,0.146234,0.00511,0.475717,0.011743,0.005423
none,non-electricity,single-family attached,750-999,heat pump,<1940,non-electricity,0.772847,0.000989,0.1246,0.002205,0.093615,0.003404,0.00234
none,non-electricity,single-family attached,750-999,none,1940s,electricity,0.313237,0.002268,0.348828,0.012582,0.309618,0.008103,0.005364
none,non-electricity,single-family attached,750-999,none,1940s,non-electricity,0.649723,0.000928,0.281971,0.005151,0.057802,0.002229,0.002196
none,non-electricity,single-family attached,750-999,none,1950s,electricity,0.3114,0.00234,0.393751,0.012979,0.265639,0.008359,0.005533
none,non-electricity,single-family attached,750-999,none,1950s,non-electricity,0.63039,0.000935,0.310635,0.005186,0.0484,0.002244,0.002211
none,non-electricity,single-family attached,750-999,none,1960s,electricity,0.61956,0.002068,0.204617,0.011473,0.150003,0.007389,0.004891
none,non-electricity,single-family attached,750-999,none,1960s,non-electricity,0.861762,0.000568,0.110913,0.00315,0.020903,0.001363,0.001343
none,non-electricity,single-family attached,750-999,none,1970s,electricity,0.558661,0.002751,0.139386,0.015259,0.267609,0.009827,0.006506
none,non-electricity,single-family attached,750-999,none,1970s,non-electricity,0.868554,0.000844,0.084451,0.004682,0.037447,0.002026,0.001996
none,non-electricity,single-family attached,750-999,none,1980s,electricity,0.521281,0.002221,0.327487,0.01232,0.123506,0.007934,0.005252
none,non-electricity,single-family attached,750-999,none,1980s,non-electricity,0.783906,0.000659,0.191922,0.003656,0.016716,0.001582,0.001559
none,non-electricity,single-family attached,750-999,none,1990s,electricity,0.409879,0.002018,0.251718,0.011196,0.313206,0.00721,0.004773
none,non-electricity,single-family attached,750-999,none,1990s,non-electricity,0.758093,0.000737,0.181434,0.004087,0.052139,0.001768,0.001742
none,non-electricity,single-family attached,750-999,none,2000s,electricity,0.326814,0.001609,0.200706,0.008927,0.452389,0.005749,0.003806
none,non-electricity,single-family attached,750-999,none,2000s,non-electricity,0.72732,0.000707,0.174069,0.003921,0.090615,0.001696,0.001672
none,non-electricity,single-family attached,750-999,none,2010s,electricity,0.347668,0.001712,0.213513,0.009496,0.417446,0.006116,0.004049
none,non-electricity,single-family attached,750-999,none,2010s,non-electricity,0.735891,0.000715,0.176121,0.003967,0.079898,0.001716,0.001691
none,non-electricity,single-family attached,750-999,none,<1940,electricity,0.291835,0.001905,0.2376,0.010568,0.446781,0.006806,0.004505
none,non-electricity,single-family attached,750-999,none,<1940,non-electricity,0.680435,0.000877,0.21589,0.004863,0.093758,0.002104,0.002073
none,non-electricity,single-family attached,750-999,room air conditioner,1940s,electricity,0.414152,0.002286,0.211698,0.022919,0.336856,0.006681,0.005407
none,non-electricity,single-family attached,750-999,room air conditioner,1940s,non-electricity,0.775713,0.000845,0.154524,0.008472,0.056787,0.001659,0.001999
none,non-electricity,single-family attached,750-999,room air conditioner,1950s,electricity,0.420915,0.002411,0.244296,0.02417,0.29546,0.007045,0.005702
none,non-electricity,single-family attached,750-999,room air conditioner,1950s,non-electricity,0.765276,0.000865,0.173092,0.008673,0.048349,0.001699,0.002046
none,non-electricity,single-family attached,750-999,room air conditioner,1960s,electricity,0.718219,0.001828,0.108877,0.018324,0.143089,0.005341,0.004323
none,non-electricity,single-family attached,750-999,room air conditioner,1960s,non-electricity,0.920177,0.000462,0.054361,0.004633,0.018366,0.000907,0.001093
none,non-electricity,single-family attached,750-999,room air conditioner,1970s,electricity,0.636972,0.002391,0.072948,0.02397,0.251076,0.006987,0.005655
none,non-electricity,single-family attached,750-999,room air conditioner,1970s,non-electricity,0.916185,0.000679,0.040889,0.006805,0.032504,0.001333,0.001605
none,non-electricity,single-family attached,750-999,room air conditioner,1980s,electricity,0.650911,0.002114,0.1877,0.021194,0.126902,0.006178,0.005
none,non-electricity,single-family attached,750-999,room air conditioner,1980s,non-electricity,0.877372,0.000562,0.098597,0.005638,0.015396,0.001104,0.00133
none,non-electricity,single-family attached,750-999,room air conditioner,1990s,electricity,0.507121,0.001904,0.142952,0.019084,0.318874,0.005563,0.004502
none,non-electricity,single-family attached,750-999,room air conditioner,1990s,non-electricity,0.849024,0.000629,0.093269,0.006306,0.04805,0.001235,0.001488
none,non-electricity,single-family attached,750-999,room air conditioner,2000s,electricity,0.377625,0.001418,0.106449,0.014211,0.492803,0.004142,0.003353
none,non-electricity,single-family attached,750-999,room air conditioner,2000s,non-electricity,0.807307,0.000598,0.088686,0.005996,0.094824,0.001174,0.001415
none,non-electricity,single-family attached,750-999,room air conditioner,2010s,electricity,0.428992,0.00161,0.120928,0.016144,0.423811,0.004706,0.003809
none,non-electricity,single-family attached,750-999,room air conditioner,2010s,non-electricity,0.826052,0.000612,0.090745,0.006135,0.073806,0.001202,0.001447
none,non-electricity,single-family attached,750-999,room air conditioner,<1940,electricity,0.368372,0.001833,0.137662,0.018378,0.464062,0.005357,0.004336
none,non-electricity,single-family attached,750-999,room air conditioner,<1940,non-electricity,0.784868,0.000771,0.114304,0.007728,0.088992,0.001513,0.001823
none,non-electricity,single-family detached,0-499,central air conditioner,1940s,electricity,0.051807,0.005643,0.359924,0.066583,0.486209,0.016489,0.013346
none,non-electricity,single-family detached,0-499,central air conditioner,1940s,non-electricity,0.203238,0.004369,0.550257,0.051552,0.171674,0.008577,0.010333
none,non-electricity,single-family detached,0-499,central air conditioner,1950s,electricity,0.052543,0.005938,0.41448,0.07007,0.425571,0.017352,0.014045
none,non-electricity,single-family detached,0-499,central air conditioner,1950s,non-electricity,0.192857,0.004302,0.592872,0.05076,0.140591,0.008445,0.010174
none,non-electricity,single-family detached,0-499,central air conditioner,1960s,electricity,0.159557,0.008012,0.328746,0.094537,0.366788,0.023412,0.018949
none,non-electricity,single-family detached,0-499,central air conditioner,1960s,non-electricity,0.453931,0.004498,0.364477,0.053081,0.104541,0.008832,0.010639
none,non-electricity,single-family detached,0-499,central air conditioner,1970s,electricity,0.118423,0.008771,0.184329,0.103496,0.538607,0.02563,0.020744
none,non-electricity,single-family detached,0-499,central air conditioner,1970s,non-electricity,0.441245,0.00645,0.267654,0.076108,0.180626,0.012663,0.015255
none,non-electricity,single-family detached,0-499,central air conditioner,1980s,electricity,0.120078,0.007695,0.47062,0.0908,0.270122,0.022486,0.0182
none,non-electricity,single-family detached,0-499,central air conditioner,1980s,non-electricity,0.339389,0.004292,0.518373,0.050651,0.068716,0.008427,0.010152
none,non-electricity,single-family detached,0-499,central air conditioner,1990s,electricity,0.074481,0.005516,0.285358,0.065093,0.540385,0.01612,0.013047
none,non-electricity,single-family detached,0-499,central air conditioner,1990s,non-electricity,0.294424,0.004304,0.439597,0.050784,0.192263,0.008449,0.010179
none,non-electricity,single-family detached,0-499,central air conditioner,2000s,electricity,0.054037,0.004002,0.207031,0.047225,0.666544,0.011695,0.009466
none,non-electricity,single-family detached,0-499,central air conditioner,2000s,non-electricity,0.259494,0.003793,0.387444,0.044759,0.288092,0.007447,0.008971
none,non-electricity,single-family detached,0-499,central air conditioner,2010s,electricity,0.057068,0.004227,0.218643,0.049874,0.647841,0.012351,0.009997
none,non-electricity,single-family detached,0-499,central air conditioner,2010s,non-electricity,0.265127,0.003875,0.395854,0.04573,0.272638,0.007609,0.009166
none,non-electricity,single-family detached,0-499,central air conditioner,<1940,electricity,0.044661,0.004385,0.22684,0.051744,0.649184,0.012814,0.010371
none,non-electricity,single-family detached,0-499,central air conditioner,<1940,non-electricity,0.216469,0.004195,0.428475,0.049499,0.283205,0.008235,0.009921
none,non-electricity,single-family detached,0-499,heat pump,1940s,electricity,0.048542,0.006892,0.451842,0.01536,0.42577,0.035293,0.0163
none,non-electricity,single-family detached,0-499,heat pump,1940s,non-electricity,0.176365,0.004942,0.639758,0.011014,0.13923,0.017003,0.011688
none,non-electricity,single-family detached,0-499,heat pump,1950s,electricity,0.04827,0.007111,0.510155,0.015848,0.365382,0.036416,0.016819
none,non-electricity,single-family detached,0-499,heat pump,1950s,non-electricity,0.164942,0.004796,0.679357,0.010688,0.112375,0.0165,0.011343
none,non-electricity,single-family detached,0-499,heat pump,1960s,electricity,0.151281,0.009902,0.417609,0.022068,0.325013,0.050707,0.023419
none,non-electricity,single-family detached,0-499,heat pump,1960s,non-electricity,0.415331,0.005365,0.446804,0.011957,0.089394,0.018459,0.01269
none,non-electricity,single-family detached,0-499,heat pump,1970s,electricity,0.119467,0.011534,0.249141,0.025705,0.507809,0.059065,0.027279
none,non-electricity,single-family detached,0-499,heat pump,1970s,non-electricity,0.422399,0.008049,0.343288,0.017937,0.1616,0.027691,0.019036
none,non-electricity,single-family detached,0-499,heat pump,1980s,electricity,0.134718,0.008763,0.550845,0.019529,0.220544,0.044874,0.020725
none,non-electricity,single-family detached,0-499,heat pump,1980s,non-electricity,0.350044,0.004494,0.557781,0.010015,0.051577,0.015461,0.010628
none,non-electricity,single-family detached,0-499,heat pump,1990s,electricity,0.071693,0.006922,0.368013,0.015426,0.486131,0.035445,0.016371
none,non-electricity,single-family detached,0-499,heat pump,1990s,non-electricity,0.264349,0.005037,0.528813,0.011226,0.161332,0.01733,0.011913
none,non-electricity,single-family detached,0-499,heat pump,2000s,electricity,0.053488,0.005164,0.274564,0.011509,0.616616,0.026445,0.012214
none,non-electricity,single-family detached,0-499,heat pump,2000s,non-electricity,0.237521,0.004526,0.475144,0.010086,0.246448,0.015571,0.010704
none,non-electricity,single-family detached,0-499,heat pump,2010s,electricity,0.056218,0.005427,0.288574,0.012096,0.597054,0.027794,0.012837
none,non-electricity,single-family detached,0-499,heat pump,2010s,non-electricity,0.241887,0.004609,0.483878,0.010272,0.232596,0.015857,0.010901
none,non-electricity,single-family detached,0-499,heat pump,<1940,electricity,0.043934,0.005623,0.298975,0.012532,0.596841,0.028796,0.0133
none,non-electricity,single-family detached,0-499,heat pump,<1940,non-electricity,0.195966,0.00495,0.519701,0.011032,0.23961,0.017031,0.011708
none,non-electricity,single-family detached,0-499,none,1940s,electricity,0.032175,0.004596,0.589402,0.025499,0.321034,0.016422,0.010871
none,non-electricity,single-family detached,0-499,none,1940s,non-electricity,0.106886,0.003014,0.763035,0.016718,0.095987,0.007233,0.007128
none,non-electricity,single-family detached,0-499,none,1950s,electricity,0.030997,0.004595,0.644723,0.02549,0.266912,0.016416,0.010867
none,non-electricity,single-family detached,0-499,none,1950s,non-electricity,0.097927,0.002865,0.793766,0.015893,0.075895,0.006877,0.006776
none,non-electricity,single-family detached,0-499,none,1960s,electricity,0.103106,0.00679,0.56013,0.03767,0.251983,0.02426,0.01606
none,non-electricity,single-family detached,0-499,none,1960s,non-electricity,0.284981,0.003704,0.603338,0.020549,0.069776,0.008891,0.008761
none,non-electricity,single-family detached,0-499,none,1970s,electricity,0.089667,0.008711,0.368006,0.048323,0.433571,0.03112,0.020602
none,non-electricity,single-family detached,0-499,none,1970s,non-electricity,0.30755,0.005896,0.491896,0.032711,0.133847,0.014153,0.013946
none,non-electricity,single-family detached,0-499,none,1980s,electricity,0.067681,0.005689,0.699425,0.031559,0.161867,0.020324,0.013455
none,non-electricity,single-family detached,0-499,none,1980s,non-electricity,0.184156,0.003055,0.741643,0.016947,0.039641,0.007333,0.007225
none,non-electricity,single-family detached,0-499,none,1990s,electricity,0.049929,0.00485,0.504386,0.026907,0.385126,0.017329,0.011472
none,non-electricity,single-family detached,0-499,none,1990s,non-electricity,0.171,0.003278,0.673195,0.018188,0.118716,0.007869,0.007754
none,non-electricity,single-family detached,0-499,none,2000s,electricity,0.042086,0.004088,0.425151,0.02268,0.481719,0.014606,0.00967
none,non-electricity,single-family detached,0-499,none,2000s,non-electricity,0.16171,0.0031,0.636622,0.0172,0.166594,0.007442,0.007333
