,sqft,geometry_building_type_recs_simp__Single-Family,heating_fuel_simp__non_Electricity,vintage__1940s,vintage__1950s,vintage__1960s,vintage__1970s,vintage__1980s,vintage__1990s,vintage__2000s,vintage__2010s,vintage__2020s,vintage__lt_1940,panel_amp_pre_bin_7,panel_amp_pre
36076,3578.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
29809,550.0,True,True,False,False,False,False,False,False,False,True,False,False,100,100.0
31418,6115.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
25217,1691.0,True,True,False,True,False,False,False,False,False,False,False,False,125,125.0
3570,1810.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
22855,2021.0,True,True,False,False,False,False,False,False,True,False,False,False,125,125.0
4281,1756.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
18982,1085.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
16246,2609.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
12591,1517.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
25314,1230.0,True,True,False,False,False,False,True,False,False,False,False,False,125,125.0
21816,1739.0,True,True,False,False,True,False,False,False,False,False,False,False,lt_100,90.0
27008,1070.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
7641,2276.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
14393,2104.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
3562,1206.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
29279,1447.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
9874,1177.0,True,True,False,False,False,False,True,False,False,False,False,False,126-199,130.0
9127,1248.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
26632,1404.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
31578,1856.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
31250,1767.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
19209,2707.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
36658,2374.0,True,True,False,False,False,False,False,False,False,False,False,True,126-199,150.0
15659,1548.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
7017,1604.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
33889,2088.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
5207,2816.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
28586,805.0,True,True,False,False,False,True,False,False,False,False,False,False,126-199,150.0
22272,1656.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
29959,2150.0,True,True,False,True,False,False,False,False,False,False,False,False,125,125.0
5354,1511.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
31446,3984.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
32611,2766.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
33331,1711.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
32066,3279.0,True,True,False,False,False,False,False,False,False,False,False,True,126-199,150.0
36746,1158.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
35479,3611.0,True,True,False,False,False,False,False,False,False,False,False,True,126-199,150.0
23210,1430.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
19533,3483.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
30197,3100.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
5133,1919.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
36814,3041.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
23632,2040.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
22668,1927.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
24970,937.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
13043,3635.0,True,True,False,False,False,False,False,False,False,True,False,False,100,100.0
21986,1571.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
8965,1500.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
29890,2100.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
26422,907.0,True,True,False,False,False,False,True,False,False,False,False,False,125,125.0
10619,2500.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
12715,2326.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
34034,3718.0,True,True,False,False,False,False,False,False,False,True,False,False,200,200.0
8849,1945.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
6028,1008.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
25246,1200.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
26265,884.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
31222,3310.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
32171,1824.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
23355,1080.0,True,True,False,True,False,False,False,False,False,False,False,False,125,125.0
21130,2920.0,True,True,False,False,True,False,False,False,False,False,False,False,126-199,150.0
25372,1456.0,True,True,False,False,False,True,False,False,False,False,False,False,125,125.0
35684,1712.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
22275,2065.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
29683,1650.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
25707,1652.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
17572,1751.0,True,True,False,False,True,False,False,False,False,False,False,False,126-199,150.0
7633,1387.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
29824,1500.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
22040,1422.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
30593,3350.0,True,True,False,False,False,False,False,False,False,True,False,False,200,200.0
28111,1440.0,True,True,False,False,False,False,False,True,False,False,False,False,lt_100,90.0
26934,796.0,True,True,False,False,False,True,False,False,False,False,False,False,lt_100,90.0
24218,828.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
27543,1387.0,True,True,True,False,False,False,False,False,False,False,False,False,101-124,120.0
26119,1050.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
9666,1870.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
14431,1348.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
36810,2250.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
12533,1893.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
28446,2100.0,True,True,True,False,False,False,False,False,False,False,False,False,126-199,150.0
11253,2175.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
13017,827.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
5792,2654.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
20843,1563.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
30717,1150.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
20020,1557.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
36688,2112.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
9656,720.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
23695,1360.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
36145,2016.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
16315,2517.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
35067,2979.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
37499,1873.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
23976,1600.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
22050,1014.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
13220,1925.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
10116,2200.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
9923,1013.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
25007,1823.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
16829,2466.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
14265,2500.0,True,True,False,False,False,False,False,False,True,False,False,False,125,125.0
16498,3605.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
12463,2184.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
23760,2230.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
16196,2392.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
13599,1982.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
15661,2460.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
11387,1773.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
5263,1576.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
11184,5765.0,True,True,False,False,False,False,False,False,True,False,False,False,201+,400.0
37337,2432.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
27396,1559.0,True,True,False,True,False,False,False,False,False,False,False,False,125,125.0
24522,1405.0,True,True,False,False,False,True,False,False,False,False,False,False,125,125.0
30748,1700.0,True,True,False,False,False,False,False,False,False,True,False,False,200,200.0
3175,1438.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
20025,1389.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
6621,2040.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
24237,2070.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
36363,2400.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
24937,1115.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
