Dependency=Geometry Building Type RECS,Option=Mobile Home,Option=Multi-Family with 2 - 4 Units,Option=Multi-Family with 5+ Units,Option=Single-Family Attached,Option=Single-Family Detached,Option=<1940,Option=1940s,Option=1950s,Option=1960s,Option=1970s,Option=1980s,Option=1990s,Option=2000s,Option=2010s,Option=0-100%,Option=100-150%,Option=150-200%,Option=200-300%,Option=300-400%,Option=400%+,Option=Not Available,Dependency=Vintage,Dependency=State,Option=Electricity,Option=Fuel Oil,Option=Natural Gas,Option=None,Option=Other Fuel,Option=Propane,Option=Wood,Option=0-1499,Option=1500-2499,Option=2500-3999,Option=4000+,Option=AK,Option=AL,Option=AR,Option=AZ,Option=CA,Option=CO,Option=CT,Option=DC,Option=DE,Option=FL,Option=GA,Option=HI,Option=IA,Option=ID,Option=IL,Option=IN,Option=KS,Option=KY,Option=LA,Option=MA,Option=MD,Option=ME,Option=MI,Option=MN,Option=MO,Option=MS,Option=MT,Option=NC,Option=ND,Option=NE,Option=NH,Option=NJ,Option=NM,Option=NV,Option=NY,Option=OH,Option=OK,Option=OR,Option=PA,Option=RI,Option=SC,Option=SD,Option=TN,Option=TX,Option=UT,Option=VA,Option=VT,Option=WA,Option=WI,Option=WV,Option=WY
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1970s,G33,2.3297708906413e-05,0.00023504798842332,4.5187982469247e-05,8.405228057641e-07,1.2825168912078e-05,5.963679731039e-05,4.9953196204712e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1970s,G34,0.000164215983691162,0.000261347296151127,0.0012154968139886579,2.97941780044356e-06,8.93906116059528e-06,2.57158732161156e-05,2.11837747635306e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1970s,G35,0.000109222690079927,5.1425499732e-07,0.00043692358104639197,7.80257071247e-07,9.3673785318565e-06,3.43247595392869e-05,5.8669477753516e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1970s,G36,0.0002394127341340766,0.000888346937773555,0.001157199856524681,5.99349935060622e-06,4.19962776044112e-05,0.0001457764336352756,0.0001397441212745206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1970s,G37,0.00178986367115725,0.0001271260770793816,0.0006023716534738064,1.15048796761984e-05,9.7718621748806e-06,0.000310370132665392,9.30347606113615e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1970s,G38,8.700106052066399e-05,7.38671175865408e-06,0.000103619478339234,8.2346042841296e-07,1.27345703363605e-06,3.88264833729084e-05,1.190752465200262e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1970s,G39,0.001029078600757808,9.20051550758105e-05,0.00169545207479913,6.97408665774864e-06,2.65936150822007e-05,0.0001901347545484728,8.78426944607008e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1970s,G40,0.00056169094069735,2.67256474098256e-06,0.0009031313407442401,1.4052564183505e-06,1.14901920393558e-05,9.7953852957315e-05,3.40987153688122e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1970s,G41,0.000601809567098466,2.40455878241716e-05,0.0005493179394812184,2.6157322087879e-06,1.13909116755968e-05,2.01493149434506e-05,0.000160142045669112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1970s,G42,0.000818478072413045,0.000679777576837958,0.000925255566520585,5.96106881990272e-06,9.06477242034051e-05,0.0001393932972835768,0.00016533869321602281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1970s,G44,1.6728544097038e-05,0.00010166321507258,8.595820242038e-05,1.1587472509199999e-07,2.9476750034910002e-06,6.556818982321e-06,7.03463131407e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1970s,G45,0.00104273118254182,1.5027491654630799e-05,0.000351076087829073,5.8955318770317e-06,5.1595039680228e-06,7.7382815206261e-05,1.74480825920666e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1970s,G46,8.206172192282801e-05,5.100286585984964e-06,0.00011608025146105601,1.3144763120124e-07,3.0200370024173603e-06,4.1733187616860004e-05,3.5573553066082403e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1970s,G47,0.00125445057637604,6.6256374631766e-06,0.000763516766080377,4.20207975191187e-06,3.4437089047969003e-06,9.6694687426724e-05,5.0554517248264596e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1970s,G48,0.003834505266023104,5.245219028810016e-06,0.0028975975230273046,2.010689157912486e-05,1.167507027692334e-05,0.00020165148198225626,3.15973249186821e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1970s,G49,8.0177053884963e-05,7.9600679109696e-07,0.000671724535395046,6.5802548766312e-07,4.9090789258568e-06,1.7616586743097e-05,1.7113092931550798e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1970s,G50,5.707674439636e-06,0.00012149554304364999,2.5369995966565e-05,1.3138220205e-07,6.149630668821e-06,3.7095816994269996e-05,5.865140854503e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1970s,G51,0.0014686158655899599,0.000152495455718843,0.000478439416975379,7.9363120508249e-06,8.9608130419577e-06,0.00010930563037012,9.7685369231176e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1970s,G53,0.0010100458511416051,1.39378206267844e-05,0.000713383871901273,4.8670015526713e-06,1.80554494297553e-05,5.72500291641898e-05,0.0001312841786384265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1970s,G54,0.00030809066664096,1.93138070169508e-05,0.0002577664287531,8.04299502046e-07,8.9775922715327e-06,3.0926482983665e-05,4.9277495673973e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1970s,G55,0.000148482720046128,5.4814096468226e-05,0.00116498695224595,2.2696767376530898e-06,6.7466950545300006e-06,0.000307139589375746,0.000109365185481793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1970s,G56,4.7565319893719996e-05,1.8232063708338e-07,0.00014309358749791,3.831174905517e-07,3.3177026908434e-06,1.6409409053463e-05,1.3265337572591e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G01,0.00083941245035158,3.0459743969899e-06,0.000372437123985131,4.0924184671828e-06,1.2891382049567002e-06,9.0244970358431e-05,1.8871106107709502e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G02,2.36067484646466e-05,0.0001391934277994236,0.00016392986523178018,0.0,2.453311619878e-07,3.6538749282664003e-06,2.99036470888698e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G04,0.0013447179464551,2.7652156731016e-06,0.00039259149141666,1.1613272619252001e-05,2.0680681819626e-05,4.27054116649746e-05,0.0001059909639876074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G05,0.00043589032445235,8.439474571215001e-07,0.00037952302534902,2.1330324147993e-06,3.4459721107931997e-06,5.0987612333888e-05,4.78456057555267e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G06,0.001459235217117255,2.806209926711816e-05,0.005211025949314281,9.22615023454201e-05,0.0001051441706205268,0.0004604511816805382,0.0002972364885530926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G08,0.000239486879668878,1.99916736306865e-06,0.000897626543231892,2.19509908605822e-06,1.416330035852164e-05,6.937496303737705e-05,4.99064912648875e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G09,7.0774585488708e-05,0.00040265270226595,0.00012428575838864,1.291605189507e-06,8.03459830974e-06,3.5260937286736e-05,3.1249146916547e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G10,0.00010086353232304,2.38862256124e-05,4.314463201222e-05,9.53537008941e-07,3.3361382263499996e-06,2.3307206433307997e-05,3.912391649390999e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G11,2.245122057885e-06,0.0,4.884170942115e-06,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G12,0.00583971062925042,4.4254577091151e-06,0.0001896772334473597,7.46373606973752e-05,9.5092581325222e-06,3.80229592848145e-05,1.38967990980534e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G13,0.001332970040786087,3.2983225163394643e-06,0.0015211747049786307,8.13099562187313e-06,2.5421483985478e-06,0.00017666302533464188,4.15478707332953e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G15,7.83127006565708e-05,3.9962112022e-07,3.092359044671869e-06,0.0002175474434940278,1.912760694885666e-05,7.499725382621351e-06,1.6058023710742979e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G16,0.000105471766572539,5.16137264905802e-06,0.000142617600855618,1.86902074841e-06,5.36477591392e-06,1.66357133248521e-05,4.41576755933452e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G17,0.000209832076648205,1.462280944579656e-06,0.001423262500524035,2.63275110697387e-06,4.00211769001604e-06,0.0001211632139272296,1.504041948555385e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G18,0.000351727818900948,3.8032462895545e-06,0.000649599266496456,5.7403271701169e-06,9.5147802608708e-06,0.000111267240102618,3.45333574509322e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G19,8.0737857401168e-05,1.1744476442575e-06,0.000254336397474535,3.709533338876e-07,2.16924405941469e-06,7.3834756043979e-05,9.3250877110495e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G20,0.000111839103824806,2.556638892692e-07,0.000451855584995218,5.750346260632e-07,3.44323666158481e-06,6.2853213096679e-05,1.4008026604665301e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G21,0.000581862296117767,7.22952886065743e-06,0.000308245662813469,1.09291787758941e-06,5.9696919222398e-06,8.29794416324e-05,4.33903930311077e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G22,0.00083916402424415,1.151265221854e-07,0.00036539062838234003,3.822620795682e-06,3.07429809269274e-06,2.2164151585597302e-05,1.02632551386996e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G23,2.191336362822e-05,0.0002927889892143,6.8266804442808e-06,5.603865943760001e-07,1.0680166290417999e-05,4.66147065249e-05,9.444174141796e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G24,0.00085074574444717,7.4652160736761e-05,0.000269296629002035,5.8303304618147e-06,1.707094347104e-05,5.12788788909704e-05,3.5572230482334e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G25,9.09985785801543e-05,0.000498327915507615,0.000425316511610315,8.962894460941641e-07,2.06135078929381e-05,6.51651108693607e-05,4.5092030535703504e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G26,0.000115776476121615,1.8171231087327e-05,0.00118709332884545,2.8603416560199e-06,2.05006965584995e-05,0.00030174324193151,0.000126210249054534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G27,0.000158071056143012,1.70089863948496e-05,0.0008494263800810159,1.2951885649695e-06,6.37643197103854e-06,0.000179935421283355,5.5711478891668e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G28,0.00046990890144780903,1.03556668760633e-06,0.000276046569454697,2.43817436924728e-06,1.33026756854188e-06,0.0001141401651908617,1.892115367950526e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G29,0.00056974452519881,1.7295020283027601e-06,0.000676257217898157,3.23156824431208e-06,5.8223870878715e-06,0.00015493994468742382,8.55249425946038e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G30,5.8811644414098e-05,2.512112356210572e-06,0.00010481397658528401,7.16346300913272e-07,4.2720471748096e-06,3.5780835872347e-05,4.2115337411363605e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G31,0.0001036771129221752,4.6712610519565e-07,0.0001951494733953242,4.3177200353125e-07,1.8018392676741119e-06,2.45475699821448e-05,3.164025624346906e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G32,0.000169960794221619,2.6517696260259e-06,0.000411678136255136,1.4269723200491e-06,4.9548935575795e-06,2.386790843417e-05,2.1551133517341e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G33,1.3849251199754e-05,0.00027132039516050997,4.8940353975196e-05,2.296597264188e-07,9.531213648467601e-06,8.247248994548e-05,6.4748746613143e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G34,0.0001223968986738984,0.000142879834231823,0.001062107393094282,2.2810358859806e-06,9.48163853637928e-06,3.63263705696304e-05,1.438914443463632e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G35,9.6468778900479e-05,2.196495945875e-07,0.000371571608272302,1.8071695351911e-06,1.36346090432442e-05,4.5400898322639e-05,6.75728179394522e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G36,0.0002067526254897957,0.0005901620546338181,0.0008380510100622691,3.329526815353245e-06,3.904260920495158e-05,0.00017845666431862104,0.00014415263595811203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G37,0.00175425600051402,6.35465468440952e-05,0.000551236332909269,9.839286336614e-06,6.4957965960237996e-06,0.000228037318000773,7.9181497310947e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G38,4.6880901707594e-05,2.15237768592976e-06,5.6639852917866e-05,8.599093243843799e-07,1.5097065238709199e-06,2.963961002196e-05,9.501064391155599e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G39,0.000505636588219723,2.83114664675941e-05,0.001006380686518033,2.7029284469587e-06,1.59375070946775e-05,0.000147884070621502,5.67417342954782e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G40,0.00037422890854189,2.75178088085694e-06,0.00064002128284224,1.8380505869128001e-06,9.356679374471701e-06,8.5940184455148e-05,2.88402205083607e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G41,0.000301437069900602,8.719080623451e-06,0.00030809843689974,9.00797672261e-07,8.56487604410776e-06,1.89602321872676e-05,6.9056171872768e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G42,0.0008402772037213392,0.0003400128847252264,0.0006317050156250704,5.125455937003122e-06,9.462651702843421e-05,0.00016504505553594228,0.00014407672317030658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G44,1.369322866992e-05,8.27598118427e-05,8.40892270104e-05,2.784757462e-07,1.4831253729399999e-06,6.84975076294e-06,9.414799782311e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G45,0.00099365932126374,4.4696267268208996e-06,0.000193917236029581,4.2723858252065995e-06,2.6430801520144e-06,4.61403360453303e-05,1.36958819203507e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G46,4.108888509986e-05,7.9412682969394e-07,7.0120811834068e-05,3.6980364410237e-07,4.8555610792845e-07,2.67913827556343e-05,5.1740063695719095e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G47,0.00097810263221768,6.2962628413929e-06,0.000643014913518765,4.1190664985595e-06,2.5338418915154e-06,8.7863371179509e-05,4.3803596493357e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G48,0.004081517350997584,4.83540243238733e-06,0.002641775443182536,2.1573078862764102e-05,1.3745656547098663e-05,0.00021482639129607306,4.343099679120909e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G49,6.650417556827601e-05,8.45070447753994e-07,0.000435922538813384,4.3496413379744e-07,6.2757317158982995e-06,1.4604870826759999e-05,1.7157459777193e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G50,4.8260095277325e-06,8.799530652176e-05,2.51750405463957e-05,0.0,4.2841810055408e-06,4.568090255045e-05,6.058043380931e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G51,0.001475768568563915,4.8688555464637e-05,0.0005186365884036795,9.10911523822974e-06,9.2980556147379e-06,8.78764751959583e-05,7.55625110361852e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G53,0.000696011582238195,9.88849951381756e-06,0.000598837967214572,3.1486629310167e-06,9.6488811690326e-06,5.2903935712769696e-05,0.0001201432124419773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G54,0.00022797959185117,9.9018103314891e-06,0.00014175661227376,6.401714433263e-07,1.02049311206219e-05,3.02486132144465e-05,5.39494954992038e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G55,9.88699761716165e-05,1.93290950507665e-05,0.00066234348908385,1.07345894268457e-06,6.58335405353125e-06,0.00022909300076935302,8.64587677611175e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1980s,G56,4.197740403133e-05,4.3823774232399995e-07,8.369954256013599e-05,3.4399639075106e-07,3.4086490540875e-06,1.8012557793853e-05,1.7021841421078e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G01,0.00100741169361189,1.40730298514236e-06,0.000440814600421794,5.3097288227566e-06,9.655900412903e-07,8.7217694093671e-05,1.41795175474897e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G02,9.2092022673961e-06,9.3430408107082e-05,0.000104671243789599,0.0,1.27277916115e-07,3.7411945736750996e-06,2.1027993956854e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G04,0.0013963406972662,1.6404812648981999e-06,0.001142821907037015,1.43673883859756e-05,2.28121240707e-05,8.8149928136876e-05,8.141481725389999e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G05,0.00043668430933770997,3.2579500849180005e-07,0.00045304730771214996,1.247108354622e-06,3.169963026476e-06,7.3069369903893e-05,4.19347494948018e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G06,0.001140457987329707,2.049276756806084e-05,0.004577408177750178,5.814473409989328e-05,0.000103804746931419,0.0004553044338869818,0.0001807759250900504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G08,0.0002379328274468301,1.4326827266156e-06,0.00132285999262805,2.28530998314293e-06,1.441579686904626e-05,0.0001716973608404552,4.65958516177492e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G09,2.32272719898182e-05,0.00033731726689404203,0.000121821378483522,9.2650885685284e-07,6.9853243952106e-06,3.18906411357262e-05,1.55965745524584e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G10,0.00010224541337551999,1.5261968944948e-05,0.00011789132355514,8.0411150866e-07,2.843615177459e-06,5.1197752114252e-05,4.9701313485059996e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
