Dependency=County and PUMA	Option=No	Option=Yes
G2500270, G25000303	0.999979	2.0778e-05
G2500270, G25000304	1	0
G2500270, G25000400	1	0
G2500270, G25001400	1	0
G2500270, G25002400	1	0
G2600010, G26000300	1	0
G2600030, G26000200	0.997064	0.00293557
G2600050, G26000900	1	0
G2600070, G26000300	1	0
G2600090, G26000400	0.99962	0.000379609
G2600110, G26001300	0.99939	0.000609584
G2600130, G26000100	0.662525	0.337475
G2600150, G26002000	1	0
G2600170, G26001400	1	0
G2600190, G26000500	0.997048	0.00295183
G2600210, G26002400	0.999974	2.5803e-05
G2600230, G26002200	1	0
G2600250, G26002000	0.999581	0.000419206
G2600270, G26002300	0.999841	0.000159161
G2600290, G26000400	0.999221	0.000778746
G2600310, G26000300	1	0
G2600330, G26000200	0.959836	0.0401644
G2600350, G26001200	1	0
G2600370, G26001900	1	0
G2600390, G26000300	1	0
G2600410, G26000200	0.998615	0.00138472
G2600430, G26000100	1	0
G2600450, G26001900	1	0
G2600470, G26000400	0.998784	0.00121633
G2600490, G26001701	1	0
G2600490, G26001702	1	0
G2600490, G26001703	1	0
G2600490, G26001704	1	0
G2600510, G26001300	1	0
G2600530, G26000100	0.995067	0.00493299
G2600550, G26000500	1	0
G2600570, G26001200	1	0
G2600590, G26002500	1	0
G2600610, G26000100	1	0
G2600630, G26001600	1	0
G2600650, G26001801	1	0
G2600650, G26001802	1	0
G2600670, G26001100	1	0
G2600690, G26001300	1	0
G2600710, G26000100	1	0
G2600730, G26001200	0.597953	0.402047
G2600750, G26002600	1	0
G2600770, G26002101	1	0
G2600770, G26002102	1	0
G2600790, G26000400	1	0
G2600810, G26001001	1	0
G2600810, G26001002	1	0
G2600810, G26001003	1	0
G2600810, G26001004	1	0
G2600830, G26000100	1	0
G2600850, G26000600	1	0
G2600870, G26001701	1	0
G2600890, G26000500	0.989222	0.0107779
G2600910, G26002500	1	0
G2600930, G26002800	1	0
G2600950, G26000200	0.994563	0.00543724
G2600970, G26000200	0.992354	0.00764579
G2600990, G26003001	1	0
G2600990, G26003002	1	0
G2600990, G26003003	1	0
G2600990, G26003004	1	0
G2600990, G26003005	1	0
G2600990, G26003006	1	0
G2601010, G26000500	0.998509	0.00149079
G2601030, G26000100	0.998806	0.00119422
G2601050, G26000600	1	0
G2601070, G26001100	1	0
G2601090, G26000200	0.988851	0.0111492
G2601110, G26001400	1	0
G2601130, G26000400	1	0
G2601150, G26003300	1	0
G2601170, G26001100	1	0
G2601190, G26000300	1	0
G2601210, G26000700	1	0
G2601230, G26000600	1	0
G2601250, G26002901	1	0
G2601250, G26002902	1	0
G2601250, G26002903	1	0
G2601250, G26002904	1	0
G2601250, G26002905	1	0
G2601250, G26002906	1	0
G2601250, G26002907	1	0
G2601250, G26002908	1	0
G2601270, G26000600	1	0
G2601290, G26001300	1	0
G2601310, G26000100	0.997876	0.00212388
G2601330, G26001100	1	0
G2601350, G26000300	1	0
G2601370, G26000300	1	0
G2601390, G26000801	1	0
G2601390, G26000802	1	0
G2601410, G26000300	1	0
G2601430, G26001300	1	0
G2601450, G26001500	1	0
G2601470, G26003100	1	0
G2601490, G26002200	1	0
G2601510, G26001600	1	0
G2601530, G26000200	0.99309	0.00691015
G2601550, G26001704	1	0
G2601570, G26001600	1	0
G2601590, G26002300	0.999814	0.000185836
G2601610, G26002701	1	0
G2601610, G26002702	1	0
G2601610, G26002703	1	0
G2601630, G26003201	1	0
G2601630, G26003202	1	0
G2601630, G26003203	1	0
G2601630, G26003204	1	0
G2601630, G26003205	1	0
G2601630, G26003206	1	0
G2601630, G26003207	1	0
G2601630, G26003208	1	0
G2601630, G26003209	1	0
G2601630, G26003210	1	0
G2601630, G26003211	1	0
G2601630, G26003212	1	0
G2601630, G26003213	1	0
G2601650, G26000400	1	0
G2700010, G27000300	0.995979	0.00402069
G2700030, G27001101	1	0
G2700030, G27001102	1	0
G2700030, G27001103	1	0
G2700050, G27000200	0.877274	0.122726
G2700070, G27000200	0.860651	0.139349
G2700090, G27001000	1	0
G2700110, G27000800	1	0
G2700130, G27002200	1	0
G2700150, G27002000	1	0
G2700170, G27000300	0.99993	7.0102e-05
G2700170, G27000400	0	1
G2700190, G27001700	1	0
G2700210, G27000300	0.810984	0.189016
G2700230, G27002000	1	0
G2700250, G27000600	1	0
G2700270, G27000100	1	0
G2700290, G27000200	0.927846	0.0721539
G2700310, G27000400	0.945276	0.0547241
G2700330, G27002100	1	0
G2700350, G27000700	1	0
G2700370, G27001501	1	0
G2700370, G27001502	1	0
G2700370, G27001503	1	0
G2700390, G27002400	1	0
G2700410, G27000800	1	0
G2700430, G27002100	1	0
G2700450, G27002600	1	0
G2700470, G27002400	1	0
G2700490, G27002300	0.995834	0.00416562
G2700510, G27000800	1	0
G2700530, G27001401	1	0
G2700530, G27001402	1	0
G2700530, G27001403	1	0
G2700530, G27001404	1	0
G2700530, G27001405	1	0
G2700530, G27001406	1	0
G2700530, G27001407	1	0
G2700530, G27001408	1	0
G2700530, G27001409	1	0
G2700530, G27001410	1	0
G2700550, G27002600	1	0
G2700570, G27000200	0.985126	0.0148745
G2700590, G27000600	1	0
G2700610, G27000300	0.934516	0.0654842
G2700630, G27002100	1	0
G2700650, G27000600	1	0
G2700670, G27001900	1	0
G2700690, G27000100	1	0
G2700710, G27000400	0.995226	0.00477387
G2700730, G27002000	1	0
G2700750, G27000400	1	0
G2700770, G27000200	0.998636	0.00136429
G2700790, G27002300	1	0
G2700810, G27002000	1	0
G2700830, G27002000	1	0
G2700850, G27001900	1	0
G2700870, G27000200	0	1
G2700890, G27000100	1	0
G2700910, G27002100	1	0
G2700930, G27001900	1	0
G2700950, G27000600	0.755373	0.244627
G2700970, G27000700	1	0
G2700990, G27002400	1	0
G2701010, G27002100	1	0
G2701030, G27002200	1	0
G2701050, G27002100	1	0
G2701070, G27000100	1	0
G2701090, G27002500	1	0
G2701110, G27000800	1	0
G2701130, G27000100	1	0
G2701150, G27000600	0.997318	0.00268223
G2701170, G27002100	1	0
G2701190, G27000100	1	0
G2701210, G27000800	1	0
G2701230, G27001301	1	0
G2701230, G27001302	1	0
G2701230, G27001303	1	0
G2701230, G27001304	1	0
G2701250, G27000100	1	0
G2701270, G27002000	0.980149	0.0198506
G2701290, G27001900	1	0
G2701310, G27002300	1	0
G2701330, G27002100	1	0
G2701350, G27000100	1	0
G2701370, G27000400	0.988013	0.0119868
G2701370, G27000500	1	0
G2701390, G27001600	0.991945	0.00805536
G2701390, G27001700	1	0
G2701410, G27001000	1	0
G2701430, G27001900	1	0
G2701450, G27000900	1	0
G2701470, G27002400	1	0
G2701490, G27000800	1	0
G2701510, G27000800	1	0
G2701530, G27000700	1	0
G2701550, G27000800	1	0
G2701570, G27002600	1	0
G2701590, G27000700	1	0
G2701610, G27002200	1	0
G2701630, G27001201	1	0
G2701630, G27001202	1	0
G2701650, G27002100	1	0
G2701670, G27000800	1	0
G2701690, G27002600	1	0
G2701710, G27001800	1	0
G2701730, G27002000	0.98951	0.0104899
G2800010, G28001600	1	0
G2800030, G28000200	1	0
G2800050, G28001600	1	0
G2800070, G28000700	1	0
G2800090, G28000200	1	0
G2800110, G28000800	1	0
G2800130, G28000400	1	0
G2800150, G28000700	1	0
G2800170, G28000400	1	0
G2800190, G28000600	1	0
G2800210, G28001600	1	0
G2800230, G28001500	1	0
G2800250, G28000600	1	0
G2800270, G28000300	1	0
G2800290, G28001200	1	0
G2800310, G28001700	1	0
G2800330, G28000100	1	0
G2800350, G28001800	1	0
G2800370, G28001600	1	0
G2800390, G28001900	1	0
G2800410, G28001700	1	0
G2800430, G28000700	1	0
G2800450, G28001900	1	0
G2800470, G28002000	1	0
G2800490, G28001000	1	0
G2800490, G28001100	1	0
G2800490, G28001200	1	0
G2800510, G28000700	1	0
G2800530, G28000800	1	0
G2800550, G28000800	1	0
G2800570, G28000400	1	0
G2800590, G28002100	1	0
G2800610, G28001400	1	0
G2800630, G28001600	1	0
G2800650, G28001700	1	0
G2800670, G28001700	0.997515	0.00248532
G2800690, G28001400	0.978887	0.0211134
G2800710, G28000400	1	0
G2800730, G28001800	1	0
G2800750, G28001500	1	0
G2800770, G28001600	1	0
G2800790, G28001400	0.966544	0.0334558
G2800810, G28000500	1	0
G2800830, G28000700	1	0
G2800850, G28001600	1	0
G2800870, G28000600	1	0
G2800890, G28000900	1	0
G2800890, G28001000	1	0
G2800910, G28001800	1	0
G2800930, G28000200	1	0
G2800950, G28000400	1	0
G2800970, G28000700	1	0
G2800990, G28001400	0.898042	0.101958
G2801010, G28001500	0.970248	0.0297516
G2801030, G28000600	0.999805	0.000194887
G2801050, G28000600	1	0
G2801070, G28000300	1	0
G2801090, G28001900	1	0
G2801110, G28001800	1	0
G2801130, G28001600	1	0
G2801150, G28000500	1	0
G2801170, G28000200	1	0
G2801190, G28000300	1	0
G2801210, G28001300	1	0
G2801230, G28001400	0.999913	8.6952e-05
G2801250, G28000800	1	0
G2801270, G28001300	1	0
G2801290, G28001400	1	0
G2801310, G28001900	1	0
G2801330, G28000800	1	0
G2801350, G28000300	1	0
G2801370, G28000300	1	0
G2801390, G28000200	1	0
G2801410, G28000200	1	0
G2801430, G28000300	1	0
G2801450, G28000500	1	0
G2801470, G28001600	1	0
G2801490, G28001200	1	0
G2801510, G28000800	1	0
G2801530, G28001700	1	0
G2801550, G28000600	1	0
G2801570, G28001600	1	0
G2801590, G28000600	0.996274	0.00372606
G2801610, G28000700	1	0
G2801630, G28000900	1	0
G2900010, G29000300	1	0
G2900030, G29000200	1	0
G2900050, G29000100	1	0
G2900070, G29000400	1	0
G2900090, G29002700	1	0
G2900110, G29001200	1	0
G2900130, G29001100	1	0
G2900150, G29001300	1	0
G2900170, G29002200	1	0
G2900190, G29000600	1	0
G2900210, G29000200	1	0
G2900230, G29002400	1	0
G2900250, G29000800	1	0
G2900270, G29000500	1	0
G2900290, G29001400	1	0
G2900310, G29002200	1	0
G2900330, G29000700	1	0
G2900350, G29002400	1	0
G2900370, G29001100	1	0
G2900390, G29001200	1	0
G2900410, G29000700	1	0
G2900430, G29002601	1	0
G2900450, G29000300	1	0
G2900470, G29000901	1	0
G2900470, G29000902	1	0
G2900470, G29000903	1	0
G2900490, G29000800	1	0
G2900510, G29000500	1	0
G2900530, G29000700	1	0
G2900550, G29001500	1	0
G2900570, G29001200	1	0
G2900590, G29001300	1	0
G2900610, G29000100	1	0
G2900630, G29000200	1	0
G2900650, G29001500	1	0
G2900670, G29002500	1	0
G2900690, G29002300	1	0
G2900710, G29001600	1	0
G2900730, G29001500	1	0
G2900750, G29000100	1	0
G2900770, G29002601	1	0
G2900770, G29002602	1	0
G2900770, G29002603	1	0
G2900790, G29000100	1	0
G2900810, G29000100	1	0
G2900830, G29001200	1	0
G2900850, G29001300	1	0
G2900870, G29000100	1	0
G2900890, G29000700	1	0
G2900910, G29002500	1	0
G2900930, G29002400	1	0
G2900950, G29001001	1	0
G2900950, G29001002	1	0
G2900950, G29001003	1	0
G2900950, G29001004	1	0
G2900950, G29001005	1	0
G2900970, G29002800	1	0
G2900990, G29002001	1	0
G2900990, G29002002	1	0
G2901010, G29000800	1	0
G2901030, G29000300	1	0
G2901050, G29001300	1	0
G2901070, G29000800	1	0
G2901090, G29001200	1	0
G2901110, G29000300	1	0
G2901130, G29000400	1	0
G2901150, G29000100	1	0
G2901170, G29000100	1	0
G2901190, G29002700	1	0
G2901210, G29000300	1	0
G2901230, G29002400	1	0
G2901250, G29001500	1	0
G2901270, G29000300	1	0
G2901290, G29000100	1	0
G2901310, G29001400	1	0
G2901330, G29002300	1	0
G2901350, G29000500	1	0
G2901370, G29000300	1	0
G2901390, G29000400	1	0
G2901410, G29001400	1	0
G2901430, G29002300	1	0
G2901450, G29002800	1	0
G2901470, G29000100	1	0
G2901490, G29002500	1	0
G2901510, G29000500	1	0
G2901530, G29002500	1	0
G2901550, G29002300	1	0
G2901570, G29002100	1	0
G2901590, G29000700	1	0
G2901610, G29001500	1	0
G2901630, G29000400	1	0
G2901650, G29000903	1	0
G2901670, G29001300	1	0
G2901690, G29001400	1	0
G2901710, G29000100	1	0
G2901730, G29000300	1	0
G2901750, G29000700	1	0
G2901770, G29000800	1	0
G2901790, G29002400	1	0
G2901810, G29002400	1	0
G2901830, G29001701	1	0
G2901830, G29001702	1	0
G2901830, G29001703	1	0
G2901850, G29001200	1	0
G2901860, G29002100	1	0
G2901870, G29002100	1	0
G2901890, G29001801	1	0
G2901890, G29001802	1	0
G2901890, G29001803	1	0
G2901890, G29001804	1	0
G2901890, G29001805	1	0
G2901890, G29001806	1	0
G2901890, G29001807	1	0
G2901890, G29001808	1	0
G2901950, G29000700	1	0
G2901970, G29000300	1	0
G2901990, G29000300	1	0
G2902010, G29002200	1	0
G2902030, G29002500	1	0
G2902050, G29000300	1	0
G2902070, G29002300	1	0
G2902090, G29002700	1	0
G2902110, G29000100	1	0
G2902130, G29002700	1	0
G2902150, G29002500	1	0
G2902170, G29001200	1	0
G2902190, G29000400	1	0
G2902210, G29002100	1	0
G2902230, G29002400	1	0
G2902250, G29002601	1	0
G2902270, G29000100	1	0
G2902290, G29002500	1	0
G2905100, G29001901	1	0
G2905100, G29001902	1	0
G3000010, G30000300	1	0
G3000030, G30000600	0.436793	0.563207
G3000050, G30000400	0.667242	0.332758
G3000070, G30000300	1	0
G3000090, G30000500	1	0
G3000110, G30000600	1	0
G3000130, G30000400	1	0
G3000150, G30000400	0.883687	0.116313
G3000170, G30000600	1	0
G3000190, G30000600	0.950495	0.0495049
G3000210, G30000600	1	0
G3000230, G30000300	1	0
G3000250, G30000600	1	0
G3000270, G30000400	1	0
G3000290, G30000100	0.999793	0.00020726
G3000310, G30000500	1	0
G3000330, G30000600	1	0
G3000350, G30000100	0.286982	0.713018
G3000370, G30000600	1	0
G3000390, G30000300	1	0
G3000410, G30000400	0.904217	0.0957833
G3000430, G30000300	1	0
G3000450, G30000400	1	0
G3000470, G30000200	0.172927	0.827073
G3000490, G30000300	1	0
G3000510, G30000400	1	0
G3000530, G30000100	1	0
G3000550, G30000600	1	0
G3000570, G30000300	1	0
G3000590, G30000400	1	0
G3000610, G30000200	1	0
G3000630, G30000200	0.992316	0.00768376
G3000650, G30000600	1	0
G3000670, G30000500	1	0
G3000690, G30000400	1	0
G3000710, G30000600	0.970021	0.0299786
G3000730, G30000400	0.900245	0.0997554
G3000750, G30000600	1	0
G3000770, G30000300	1	0
G3000790, G30000600	1	0
G3000810, G30000200	1	0
G3000830, G30000600	1	0
G3000850, G30000600	0.205528	0.794472
G3000870, G30000600	0.737329	0.262671
G3000890, G30000200	0.832857	0.167143
G3000910, G30000600	0.96449	0.03551
G3000930, G30000300	1	0
G3000950, G30000500	1	0
G3000970, G30000500	1	0
G3000990, G30000400	1	0
G3001010, G30000400	1	0
G3001030, G30000600	1	0
G3001050, G30000600	0.917247	0.0827525
G3001070, G30000400	1	0
G3001090, G30000600	1	0
G3001110, G30000600	0.990491	0.00950894
G3001110, G30000700	1	0
G3100010, G31000500	1	0
G3100030, G31000200	1	0
G3100050, G31000400	1	0
G3100070, G31000100	1	0
G3100090, G31000300	1	0
G3100110, G31000200	1	0
G3100130, G31000100	1	0
G3100150, G31000100	1	0
G3100170, G31000100	1	0
G3100190, G31000500	1	0
G3100210, G31000200	0.995448	0.0045521
G3100230, G31000600	1	0
G3100250, G31000701	1	0
G3100270, G31000200	1	0
G3100290, G31000400	1	0
G3100310, G31000100	1	0
G3100330, G31000100	1	0
G3100350, G31000500	1	0
G3100370, G31000200	1	0
G3100390, G31000200	0.966005	0.0339946
G3100410, G31000300	1	0
G3100430, G31000200	1	0
G3100450, G31000100	1	0
G3100470, G31000400	1	0
G3100490, G31000100	1	0
G3100510, G31000200	0.97502	0.0249798
G3100530, G31000701	1	0
G3100550, G31000901	1	0
G3100550, G31000902	1	0
G3100550, G31000903	1	0
G3100550, G31000904	1	0
G3100570, G31000400	1	0
G3100590, G31000600	1	0
G3100610, G31000500	1	0
G3100630, G31000400	1	0
G3100650, G31000400	1	0
G3100670, G31000600	1	0
G3100690, G31000100	1	0
G3100710, G31000300	1	0
G3100730, G31000400	1	0
G3100750, G31000400	1	0
G3100770, G31000300	1	0
G3100790, G31000300	1	0
G3100810, G31000300	1	0
G3100830, G31000500	1	0
G3100850, G31000400	1	0
G3100870, G31000400	1	0
G3100890, G31000100	1	0
G3100910, G31000400	1	0
G3100930, G31000300	1	0
G3100950, G31000600	1	0
G3100970, G31000600	1	0
G3100990, G31000500	1	0
G3101010, G31000400	1	0
G3101030, G31000100	1	0
G3101050, G31000100	1	0
G3101070, G31000200	0.92045	0.0795501
G3101090, G31000801	1	0
G3101090, G31000802	1	0
G3101110, G31000400	1	0
G3101130, G31000400	1	0
G3101150, G31000300	1	0
G3101170, G31000400	1	0
G3101190, G31000200	1	0
G3101210, G31000300	1	0
G3101230, G31000100	1	0
G3101250, G31000200	1	0
G3101270, G31000600	1	0
G3101290, G31000500	1	0
G3101310, G31000600	1	0
G3101330, G31000600	1	0
G3101350, G31000400	1	0
G3101370, G31000500	1	0
G3101390, G31000200	1	0
G3101410, G31000200	1	0
G3101430, G31000600	1	0
G3101450, G31000400	1	0
G3101470, G31000600	0.987625	0.012375
G3101490, G31000100	1	0
G3101510, G31000600	1	0
G3101530, G31000702	1	0
G3101550, G31000701	1	0
G3101570, G31000100	1	0
G3101590, G31000600	1	0
G3101610, G31000100	0.999327	0.000673385
G3101630, G31000300	1	0
G3101650, G31000100	1	0
G3101670, G31000200	1	0
G3101690, G31000600	1	0
G3101710, G31000400	1	0
G3101730, G31000200	0.000872	0.999128
G3101750, G31000300	1	0
G3101770, G31000701	1	0
G3101790, G31000200	1	0
G3101810, G31000500	1	0
G3101830, G31000300	1	0
G3101850, G31000600	1	0
G3200010, G32000300	0.967916	0.0320838
G3200030, G32000401	1	0
G3200030, G32000402	0.998313	0.0016875
G3200030, G32000403	1	0
G3200030, G32000404	1	0
G3200030, G32000405	0.999561	0.000438705
G3200030, G32000406	1	0
G3200030, G32000407	0.999862	0.000138216
G3200030, G32000408	1	0
G3200030, G32000409	1	0
G3200030, G32000410	1	0
G3200030, G32000411	1	0
G3200030, G32000412	0.996017	0.00398297
G3200030, G32000413	1	0
G3200050, G32000200	0.927733	0.0722666
G3200070, G32000300	0.961193	0.0388071
G3200090, G32000300	1	0
G3200110, G32000300	1	0
G3200130, G32000300	0.977835	0.0221648
G3200150, G32000300	0.974757	0.0252427
G3200170, G32000300	1	0
G3200190, G32000200	0.992203	0.00779718
G3200210, G32000300	0.86424	0.13576
G3200230, G32000300	0.994437	0.00556327
G3200270, G32000300	0.983766	0.0162338
G3200290, G32000200	0.997487	0.00251256
G3200310, G32000101	0.998116	0.00188367
G3200310, G32000102	0.999979	2.0588e-05
G3200310, G32000103	0.985494	0.0145059
G3200330, G32000300	0.982027	0.0179729
G3205100, G32000200	0.993907	0.00609298
G3300010, G33000200	1	0
G3300030, G33000200	1	0
G3300030, G33000300	1	0
G3300050, G33000500	1	0
G3300070, G33000100	1	0
G3300090, G33000100	1	0
G3300110, G33000600	1	0
G3300110, G33000700	1	0
G3300110, G33000800	1	0
G3300110, G33000900	1	0
G3300130, G33000200	1	0
G3300130, G33000400	1	0
G3300130, G33000700	1	0
G3300150, G33000300	1	0
G3300150, G33000700	1	0
G3300150, G33001000	1	0
G3300170, G33000300	1	0
G3300190, G33000500	1	0
G3400010, G34000101	1	0
G3400010, G34000102	1	0
G3400010, G34002600	1	0
G3400030, G34000301	1	0
G3400030, G34000302	1	0
G3400030, G34000303	1	0
G3400030, G34000304	1	0
G3400030, G34000305	1	0
G3400030, G34000306	0.994592	0.00540845
G3400030, G34000307	1	0
G3400030, G34000308	1	0
G3400050, G34002001	1	0
G3400050, G34002002	1	0
G3400050, G34002003	1	0
G3400070, G34002101	1	0
G3400070, G34002102	1	0
G3400070, G34002103	1	0
G3400070, G34002104	1	0
G3400090, G34002600	1	0
G3400110, G34002400	0.963251	0.0367486
G3400110, G34002500	0.962016	0.0379844
G3400130, G34001301	1	0
G3400130, G34001302	1	0
G3400130, G34001401	1	0
G3400130, G34001402	1	0
G3400130, G34001403	1	0
G3400130, G34001404	1	0
G3400150, G34002201	1	0
G3400150, G34002202	1	0
G3400170, G34000601	1	0
G3400170, G34000602	1	0
G3400170, G34000701	1	0
G3400170, G34000702	1	0
G3400170, G34000703	1	0
G3400190, G34000800	1	0
G3400210, G34002301	1	0
G3400210, G34002302	1	0
G3400210, G34002303	1	0
G3400230, G34000901	1	0
G3400230, G34000902	1	0
G3400230, G34000903	1	0
G3400230, G34000904	1	0
G3400230, G34000905	1	0
G3400230, G34000906	1	0
G3400230, G34000907	1	0
G3400250, G34001101	1	0
G3400250, G34001102	1	0
G3400250, G34001103	1	0
G3400250, G34001104	1	0
G3400250, G34001105	1	0
G3400250, G34001106	1	0
G3400270, G34001501	1	0
G3400270, G34001502	1	0
G3400270, G34001503	1	0
G3400270, G34001504	1	0
G3400290, G34001201	1	0
G3400290, G34001202	1	0
G3400290, G34001203	1	0
G3400290, G34001204	1	0
G3400290, G34001205	1	0
G3400310, G34000400	1	0
G3400310, G34000501	1	0
G3400310, G34000502	1	0
G3400310, G34000503	0.998665	0.00133454
G3400330, G34002500	1	0
G3400350, G34001001	1	0
G3400350, G34001002	1	0
G3400350, G34001003	1	0
G3400370, G34001600	1	0
G3400390, G34001800	1	0
G3400390, G34001901	1	0
G3400390, G34001902	1	0
G3400390, G34001903	1	0
G3400390, G34001904	1	0
G3400410, G34001700	1	0
G3500010, G35000700	0.888102	0.111898
G3500010, G35000801	1	0
G3500010, G35000802	1	0
G3500010, G35000803	1	0
G3500010, G35000804	1	0
G3500010, G35000805	0.987169	0.0128305
G3500010, G35000806	1	0
G3500030, G35000900	0.998784	0.00121618
G3500050, G35001100	1	0
G3500060, G35000100	0.708456	0.291544
G3500070, G35000400	1	0
G3500090, G35000400	1	0
G3500110, G35000400	1	0
G3500130, G35001001	1	0
G3500130, G35001002	1	0
G3500150, G35001200	1	0
G3500170, G35000900	1	0
G3500190, G35000400	1	0
G3500210, G35000400	1	0
G3500230, G35000900	1	0
G3500250, G35001200	1	0
G3500270, G35001100	1	0
G3500280, G35000300	1	0
G3500290, G35000900	1	0
G3500310, G35000100	0.480179	0.519821
G3500330, G35000300	1	0
G3500350, G35001100	0.965619	0.0343815
G3500370, G35000400	1	0
G3500390, G35000300	0.616628	0.383372
G3500410, G35000400	1	0
G3500430, G35000600	0.892873	0.107127
G3500450, G35000100	0.060443	0.939557
G3500450, G35000200	1	0
G3500470, G35000300	1	0
G3500490, G35000500	0.930006	0.0699945
G3500510, G35000900	1	0
G3500530, G35000900	0.942105	0.0578952
G3500550, G35000300	0.822081	0.177919
G3500570, G35000900	1	0
G3500590, G35000400	1	0
G3500610, G35000700	0.98448	0.0155198
G3600010, G36002001	1	0
G3600010, G36002002	1	0
G3600030, G36002500	0.999615	0.000384749
G3600050, G36003701	1	0
G3600050, G36003702	1	0
G3600050, G36003703	1	0
G3600050, G36003704	1	0
G3600050, G36003705	1	0
G3600050, G36003706	1	0
G3600050, G36003707	1	0
G3600050, G36003708	1	0
G3600050, G36003709	1	0
G3600050, G36003710	1	0
G3600070, G36002201	1	0
G3600070, G36002202	1	0
G3600070, G36002203	1	0
G3600090, G36002500	0.924658	0.0753423
G3600110, G36000704	0.986957	0.0130429
G3600130, G36002600	0.999772	0.000227794
G3600150, G36002401	1	0
G3600150, G36002402	1	0
G3600170, G36002203	1	0
G3600190, G36000200	1	0
G3600210, G36002100	1	0
G3600230, G36001500	1	0
G3600250, G36002203	1	0
G3600270, G36002801	1	0
G3600270, G36002802	1	0
G3600290, G36001201	1	0
G3600290, G36001202	1	0
G3600290, G36001203	0.999978	2.2442e-05
G3600290, G36001204	1	0
G3600290, G36001205	1	0
G3600290, G36001206	1	0
G3600290, G36001207	0.987713	0.0122874
G3600310, G36000200	1	0
G3600330, G36000200	0.947046	0.0529537
G3600350, G36001600	1	0
G3600370, G36001000	0.989399	0.0106014
G3600390, G36002100	1	0
G3600410, G36000200	1	0
G3600430, G36000401	1	0
G3600430, G36000403	1	0
G3600450, G36000500	1	0
G3600470, G36004001	1	0
G3600470, G36004002	1	0
G3600470, G36004003	1	0
G3600470, G36004004	1	0
G3600470, G36004005	1	0
G3600470, G36004006	1	0
G3600470, G36004007	1	0
G3600470, G36004008	1	0
G3600470, G36004009	1	0
G3600470, G36004010	1	0
G3600470, G36004011	1	0
G3600470, G36004012	1	0
G3600470, G36004013	1	0
G3600470, G36004014	1	0
G3600470, G36004015	1	0
G3600470, G36004016	1	0
G3600470, G36004017	1	0
G3600470, G36004018	1	0
G3600490, G36000500	1	0
G3600510, G36001300	1	0
G3600530, G36001500	1	0
G3600550, G36000901	1	0
G3600550, G36000902	1	0
G3600550, G36000903	1	0
G3600550, G36000904	1	0
G3600550, G36000905	1	0
G3600550, G36000906	1	0
G3600570, G36001600	1	0
G3600590, G36003201	1	0
G3600590, G36003202	1	0
G3600590, G36003203	1	0
G3600590, G36003204	1	0
G3600590, G36003205	1	0
G3600590, G36003206	1	0
G3600590, G36003207	1	0
G3600590, G36003208	1	0
G3600590, G36003209	1	0
G3600590, G36003210	1	0
G3600590, G36003211	1	0
G3600590, G36003212	1	0
G3600610, G36003801	1	0
G3600610, G36003802	1	0
G3600610, G36003803	1	0
G3600610, G36003804	1	0
G3600610, G36003805	1	0
G3600610, G36003806	1	0
G3600610, G36003807	1	0
G3600610, G36003808	1	0
G3600610, G36003809	1	0
G3600610, G36003810	1	0
G3600630, G36001101	1	0
G3600630, G36001102	0.990367	0.00963252
G3600650, G36000401	1	0
G3600650, G36000402	1	0
G3600650, G36000403	1	0
G3600670, G36000701	1	0
G3600670, G36000702	1	0
G3600670, G36000703	1	0
G3600670, G36000704	0.997229	0.00277133
G3600690, G36001400	1	0
G3600710, G36002901	1	0
G3600710, G36002902	1	0
G3600710, G36002903	1	0
G3600730, G36001000	1	0
G3600750, G36000600	1	0
G3600770, G36000403	1	0
G3600790, G36003101	1	0
G3600810, G36004101	1	0
G3600810, G36004102	1	0
G3600810, G36004103	1	0
G3600810, G36004104	1	0
G3600810, G36004105	1	0
G3600810, G36004106	1	0
G3600810, G36004107	1	0
G3600810, G36004108	1	0
G3600810, G36004109	1	0
G3600810, G36004110	1	0
G3600810, G36004111	1	0
G3600810, G36004112	1	0
G3600810, G36004113	1	0
G3600810, G36004114	1	0
G3600830, G36001900	1	0
G3600850, G36003901	1	0
G3600850, G36003902	1	0
G3600850, G36003903	1	0
G3600870, G36003001	1	0
G3600870, G36003002	1	0
G3600870, G36003003	1	0
G3600890, G36000100	1	0
G3600910, G36001801	1	0
G3600910, G36001802	1	0
G3600930, G36001700	1	0
G3600950, G36000403	1	0
G3600970, G36002402	1	0
G3600990, G36000800	0.94029	0.0597096
G3601010, G36002401	1	0
G3601010, G36002402	1	0
G3601030, G36003301	1	0
G3601030, G36003302	1	0
G3601030, G36003303	1	0
G3601030, G36003304	1	0
G3601030, G36003305	0.997351	0.00264921
G3601030, G36003306	0.997398	0.00260186
G3601030, G36003307	1	0
G3601030, G36003308	1	0
G3601030, G36003309	1	0
G3601030, G36003310	1	0
G3601030, G36003311	1	0
G3601030, G36003312	1	0
G3601030, G36003313	1	0
G3601050, G36002701	1	0
G3601070, G36002202	1	0
G3601090, G36002300	1	0
G3601110, G36002701	1	0
G3601110, G36002702	1	0
G3601130, G36000300	1	0
G3601150, G36000300	1	0
G3601170, G36000800	1	0
G3601190, G36003101	1	0
G3601190, G36003102	1	0
G3601190, G36003103	1	0
G3601190, G36003104	1	0
G3601190, G36003105	1	0
G3601190, G36003106	1	0
G3601190, G36003107	1	0
