Dependency=PUMA	Dependency=Geometry Building Type RECS	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane
TX, 02508	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 02508	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 02508	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 02508	Single-Family Detached	2020s	0.713249	0.000000	0.286751	0.000000	0.000000	0.000000
TX, 02509	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 02509	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 02509	Multi-Family with 5+ Units	2020s	0.959090	0.000000	0.040910	0.000000	0.000000	0.000000
TX, 02509	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 02509	Single-Family Detached	2020s	0.562163	0.000000	0.437837	0.000000	0.000000	0.000000
TX, 02510	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 02510	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 02510	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 02510	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 02510	Single-Family Detached	2020s	0.366687	0.000000	0.622645	0.000000	0.000000	0.010668
TX, 02511	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 02511	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 02511	Multi-Family with 5+ Units	2020s	0.956907	0.005255	0.037838	0.000000	0.000000	0.000000
TX, 02511	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 02511	Single-Family Detached	2020s	0.604554	0.000000	0.395446	0.000000	0.000000	0.000000
TX, 02512	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 02512	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 02512	Multi-Family with 5+ Units	2020s	0.985000	0.000000	0.015000	0.000000	0.000000	0.000000
TX, 02512	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 02512	Single-Family Detached	2020s	0.513924	0.000000	0.486076	0.000000	0.000000	0.000000
TX, 02513	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 02513	Multi-Family with 2 - 4 Units	2020s	0.752294	0.000000	0.247706	0.000000	0.000000	0.000000
TX, 02513	Multi-Family with 5+ Units	2020s	0.988297	0.000000	0.000000	0.000000	0.011704	0.000000
TX, 02513	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 02513	Single-Family Detached	2020s	0.657746	0.000000	0.300000	0.042254	0.000000	0.000000
TX, 02514	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 02514	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 02514	Multi-Family with 5+ Units	2020s	0.947573	0.000000	0.052427	0.000000	0.000000	0.000000
TX, 02514	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 02514	Single-Family Detached	2020s	0.623234	0.000000	0.352659	0.005827	0.005827	0.012454
TX, 02515	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 02515	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 02515	Multi-Family with 5+ Units	2020s	0.933118	0.000000	0.058018	0.008864	0.000000	0.000000
TX, 02515	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 02515	Single-Family Detached	2020s	0.460000	0.000000	0.451111	0.000000	0.000000	0.088889
TX, 02516	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 02516	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 02516	Multi-Family with 5+ Units	2020s	0.912529	0.000000	0.018969	0.000000	0.000000	0.068501
TX, 02516	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 02516	Single-Family Detached	2020s	0.633029	0.000000	0.359779	0.007192	0.000000	0.000000
TX, 02600	Mobile Home	2020s	0.924210	0.000000	0.021316	0.000000	0.000000	0.054473
TX, 02600	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 02600	Multi-Family with 5+ Units	2020s	0.923484	0.000086	0.066166	0.005525	0.001427	0.003313
TX, 02600	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 02600	Single-Family Detached	2020s	0.726462	0.000000	0.066461	0.043077	0.098462	0.065539
TX, 02700	Mobile Home	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 02700	Multi-Family with 2 - 4 Units	2020s	0.760208	0.000000	0.239792	0.000000	0.000000	0.000000
TX, 02700	Multi-Family with 5+ Units	2020s	0.853333	0.000000	0.146667	0.000000	0.000000	0.000000
TX, 02700	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 02700	Single-Family Detached	2020s	0.902384	0.000000	0.079916	0.000000	0.000000	0.017699
TX, 02800	Mobile Home	2020s	0.963542	0.000000	0.000000	0.000000	0.036458	0.000000
TX, 02800	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 02800	Multi-Family with 5+ Units	2020s	0.923484	0.000086	0.066166	0.005525	0.001427	0.003313
TX, 02800	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 02800	Single-Family Detached	2020s	0.750170	0.000000	0.139286	0.000000	0.018707	0.091837
TX, 02900	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 02900	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 02900	Multi-Family with 5+ Units	2020s	0.982597	0.000000	0.017403	0.000000	0.000000	0.000000
TX, 02900	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 02900	Single-Family Detached	2020s	0.699151	0.000000	0.193055	0.018519	0.003858	0.085416
TX, 03000	Mobile Home	2020s	0.807407	0.000000	0.000000	0.000000	0.064815	0.127777
TX, 03000	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 03000	Multi-Family with 5+ Units	2020s	0.930775	0.000000	0.054606	0.014620	0.000000	0.000000
TX, 03000	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 03000	Single-Family Detached	2020s	0.391451	0.000000	0.552844	0.011781	0.009088	0.034837
TX, 03100	Mobile Home	2020s	0.905022	0.000000	0.021271	0.000000	0.045790	0.027917
TX, 03100	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 03100	Multi-Family with 5+ Units	2020s	0.908437	0.000000	0.091563	0.000000	0.000000	0.000000
TX, 03100	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 03100	Single-Family Detached	2020s	0.448405	0.000270	0.544854	0.000000	0.000000	0.006472
TX, 03200	Mobile Home	2020s	0.929807	0.000000	0.036058	0.000000	0.024038	0.010096
TX, 03200	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 03200	Multi-Family with 5+ Units	2020s	0.923484	0.000086	0.066166	0.005525	0.001427	0.003313
TX, 03200	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 03200	Single-Family Detached	2020s	0.782516	0.004158	0.138166	0.000000	0.031983	0.043177
TX, 03301	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 03301	Multi-Family with 2 - 4 Units	2020s	0.268254	0.000000	0.731746	0.000000	0.000000	0.000000
TX, 03301	Multi-Family with 5+ Units	2020s	0.328658	0.000000	0.671342	0.000000	0.000000	0.000000
TX, 03301	Single-Family Attached	2020s	0.459023	0.000000	0.274060	0.000000	0.233083	0.033835
TX, 03301	Single-Family Detached	2020s	0.223756	0.000000	0.746776	0.000000	0.000614	0.028854
TX, 03302	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 03302	Multi-Family with 2 - 4 Units	2020s	0.350130	0.000000	0.649870	0.000000	0.000000	0.000000
TX, 03302	Multi-Family with 5+ Units	2020s	0.783596	0.000000	0.216404	0.000000	0.000000	0.000000
TX, 03302	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 03302	Single-Family Detached	2020s	0.202191	0.000000	0.787948	0.000000	0.000000	0.009860
TX, 03303	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 03303	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 03303	Multi-Family with 5+ Units	2020s	0.662500	0.000000	0.337500	0.000000	0.000000	0.000000
TX, 03303	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 03303	Single-Family Detached	2020s	0.267273	0.000000	0.732727	0.000000	0.000000	0.000000
TX, 03304	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 03304	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 03304	Multi-Family with 5+ Units	2020s	0.597681	0.000000	0.354783	0.000000	0.031884	0.015652
TX, 03304	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 03304	Single-Family Detached	2020s	0.539936	0.000061	0.420181	0.002399	0.004678	0.032745
TX, 03305	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 03305	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 03305	Multi-Family with 5+ Units	2020s	0.680336	0.000000	0.306475	0.013189	0.000000	0.000000
TX, 03305	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 03305	Single-Family Detached	2020s	0.299180	0.000000	0.692623	0.008197	0.000000	0.000000
TX, 03306	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 03306	Multi-Family with 2 - 4 Units	2020s	0.538000	0.000000	0.447000	0.000000	0.000000	0.015000
TX, 03306	Multi-Family with 5+ Units	2020s	0.728497	0.000000	0.271503	0.000000	0.000000	0.000000
TX, 03306	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 03306	Single-Family Detached	2020s	0.313937	0.000000	0.677212	0.000000	0.000000	0.008850
TX, 03400	Mobile Home	2020s	0.853943	0.000000	0.000000	0.069401	0.000000	0.076657
TX, 03400	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 03400	Multi-Family with 5+ Units	2020s	0.923484	0.000086	0.066166	0.005525	0.001427	0.003313
TX, 03400	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 03400	Single-Family Detached	2020s	0.869925	0.000000	0.007099	0.019547	0.009602	0.093827
TX, 03501	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 03501	Multi-Family with 2 - 4 Units	2020s	0.902299	0.000000	0.083554	0.014147	0.000000	0.000000
TX, 03501	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 03501	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 03501	Single-Family Detached	2020s	0.980160	0.000000	0.016367	0.000000	0.003474	0.000000
TX, 03502	Mobile Home	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 03502	Multi-Family with 2 - 4 Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 03502	Multi-Family with 5+ Units	2020s	0.867130	0.000000	0.116667	0.016204	0.000000	0.000000
TX, 03502	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 03502	Single-Family Detached	2020s	0.940068	0.000000	0.023964	0.003381	0.012046	0.020541
TX, 03601	Mobile Home	2020s	0.965434	0.000000	0.001280	0.000000	0.000000	0.033286
TX, 03601	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 03601	Multi-Family with 5+ Units	2020s	0.923484	0.000086	0.066166	0.005525	0.001427	0.003313
TX, 03601	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 03601	Single-Family Detached	2020s	0.618217	0.000000	0.124366	0.000000	0.025945	0.231472
TX, 03602	Mobile Home	2020s	0.992394	0.000000	0.000000	0.000000	0.000000	0.007606
TX, 03602	Multi-Family with 2 - 4 Units	2020s	0.818985	0.000000	0.181015	0.000000	0.000000	0.000000
TX, 03602	Multi-Family with 5+ Units	2020s	0.911434	0.000000	0.088566	0.000000	0.000000	0.000000
TX, 03602	Single-Family Attached	2020s	0.705960	0.000000	0.210596	0.000000	0.000000	0.083444
TX, 03602	Single-Family Detached	2020s	0.513057	0.000168	0.390109	0.002522	0.003362	0.090782
TX, 03700	Mobile Home	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 03700	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 03700	Multi-Family with 5+ Units	2020s	0.923484	0.000086	0.066166	0.005525	0.001427	0.003313
TX, 03700	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 03700	Single-Family Detached	2020s	0.753374	0.000000	0.075562	0.000000	0.044228	0.126837
TX, 03801	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 03801	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 03801	Multi-Family with 5+ Units	2020s	0.920725	0.000000	0.079275	0.000000	0.000000	0.000000
TX, 03801	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 03801	Single-Family Detached	2020s	0.648158	0.000000	0.351841	0.000000	0.000000	0.000000
TX, 03802	Mobile Home	2020s	0.914286	0.000000	0.000000	0.000000	0.000000	0.085714
TX, 03802	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 03802	Multi-Family with 5+ Units	2020s	0.923484	0.000086	0.066166	0.005525	0.001427	0.003313
TX, 03802	Single-Family Attached	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 03802	Single-Family Detached	2020s	0.887053	0.000000	0.044410	0.000000	0.004980	0.063558
TX, 03900	Mobile Home	2020s	0.929893	0.000000	0.012269	0.000000	0.000000	0.057839
TX, 03900	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 03900	Multi-Family with 5+ Units	2020s	0.923484	0.000086	0.066166	0.005525	0.001427	0.003313
TX, 03900	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 03900	Single-Family Detached	2020s	0.803422	0.000000	0.048049	0.020534	0.017112	0.110883
TX, 04000	Mobile Home	2020s	0.955411	0.000000	0.014286	0.000000	0.030303	0.000000
TX, 04000	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04000	Multi-Family with 5+ Units	2020s	0.898236	0.000000	0.101764	0.000000	0.000000	0.000000
TX, 04000	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04000	Single-Family Detached	2020s	0.733496	0.000000	0.205882	0.000000	0.003268	0.057353
TX, 04100	Mobile Home	2020s	0.952318	0.000000	0.000000	0.000000	0.000000	0.047682
TX, 04100	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04100	Multi-Family with 5+ Units	2020s	0.923484	0.000086	0.066166	0.005525	0.001427	0.003313
TX, 04100	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04100	Single-Family Detached	2020s	0.808434	0.000000	0.082003	0.000000	0.011295	0.098268
TX, 04200	Mobile Home	2020s	0.928750	0.000000	0.000000	0.046154	0.000000	0.025097
TX, 04200	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04200	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 04200	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04200	Single-Family Detached	2020s	0.741591	0.000000	0.189291	0.006022	0.000000	0.063097
TX, 04301	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04301	Multi-Family with 2 - 4 Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 04301	Multi-Family with 5+ Units	2020s	0.976272	0.000000	0.023728	0.000000	0.000000	0.000000
TX, 04301	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04301	Single-Family Detached	2020s	0.820435	0.000000	0.160016	0.000000	0.000000	0.019550
TX, 04302	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04302	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04302	Multi-Family with 5+ Units	2020s	0.938802	0.000000	0.017034	0.044164	0.000000	0.000000
TX, 04302	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04302	Single-Family Detached	2020s	0.670970	0.000000	0.316307	0.004941	0.000000	0.007782
TX, 04400	Mobile Home	2020s	0.867556	0.000000	0.000000	0.024444	0.000000	0.108000
TX, 04400	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04400	Multi-Family with 5+ Units	2020s	0.923484	0.000086	0.066166	0.005525	0.001427	0.003313
TX, 04400	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04400	Single-Family Detached	2020s	0.639050	0.000000	0.273207	0.011876	0.006176	0.069692
TX, 04501	Mobile Home	2020s	0.935445	0.000000	0.007129	0.057426	0.000000	0.000000
TX, 04501	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04501	Multi-Family with 5+ Units	2020s	0.833891	0.000000	0.000000	0.079498	0.000000	0.086611
TX, 04501	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04501	Single-Family Detached	2020s	0.538206	0.000000	0.399499	0.000000	0.018936	0.043358
TX, 04502	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04502	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04502	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 04502	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04502	Single-Family Detached	2020s	0.345469	0.000000	0.619397	0.000000	0.000000	0.035134
TX, 04503	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04503	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04503	Multi-Family with 5+ Units	2020s	0.823607	0.000000	0.146065	0.030328	0.000000	0.000000
TX, 04503	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04503	Single-Family Detached	2020s	0.209223	0.000000	0.790777	0.000000	0.000000	0.000000
TX, 04504	Mobile Home	2020s	0.927922	0.000000	0.072078	0.000000	0.000000	0.000000
TX, 04504	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04504	Multi-Family with 5+ Units	2020s	0.957983	0.000000	0.000000	0.042017	0.000000	0.000000
TX, 04504	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04504	Single-Family Detached	2020s	0.284025	0.000000	0.699329	0.000000	0.000000	0.016646
TX, 04601	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04601	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04601	Multi-Family with 5+ Units	2020s	0.736364	0.000000	0.219697	0.000000	0.000000	0.043940
TX, 04601	Single-Family Attached	2020s	0.251984	0.000000	0.696429	0.051587	0.000000	0.000000
TX, 04601	Single-Family Detached	2020s	0.410088	0.000000	0.571120	0.000000	0.004236	0.014556
TX, 04602	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04602	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04602	Multi-Family with 5+ Units	2020s	0.917915	0.000000	0.067459	0.014625	0.000000	0.000000
TX, 04602	Single-Family Attached	2020s	0.215116	0.000000	0.784884	0.000000	0.000000	0.000000
TX, 04602	Single-Family Detached	2020s	0.585000	0.000000	0.415000	0.000000	0.000000	0.000000
TX, 04603	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04603	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04603	Multi-Family with 5+ Units	2020s	0.862872	0.000000	0.105080	0.025892	0.000000	0.006155
TX, 04603	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04603	Single-Family Detached	2020s	0.333564	0.000000	0.666436	0.000000	0.000000	0.000000
TX, 04604	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04604	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04604	Multi-Family with 5+ Units	2020s	0.886971	0.000000	0.098474	0.011398	0.000000	0.003156
TX, 04604	Single-Family Attached	2020s	0.388305	0.000000	0.611695	0.000000	0.000000	0.000000
TX, 04604	Single-Family Detached	2020s	0.399405	0.000978	0.591964	0.000000	0.000000	0.007653
TX, 04605	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04605	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04605	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 04605	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04605	Single-Family Detached	2020s	0.539936	0.000061	0.420181	0.002399	0.004678	0.032745
TX, 04606	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04606	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04606	Multi-Family with 5+ Units	2020s	0.896721	0.000000	0.103279	0.000000	0.000000	0.000000
TX, 04606	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04606	Single-Family Detached	2020s	0.543071	0.000000	0.424719	0.018727	0.000000	0.013483
TX, 04607	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04607	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04607	Multi-Family with 5+ Units	2020s	0.965090	0.000000	0.034910	0.000000	0.000000	0.000000
TX, 04607	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04607	Single-Family Detached	2020s	0.475309	0.000000	0.506134	0.000000	0.018557	0.000000
TX, 04608	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04608	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04608	Multi-Family with 5+ Units	2020s	0.923484	0.000086	0.066166	0.005525	0.001427	0.003313
TX, 04608	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04608	Single-Family Detached	2020s	0.539936	0.000061	0.420181	0.002399	0.004678	0.032745
TX, 04609	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04609	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04609	Multi-Family with 5+ Units	2020s	0.839948	0.000000	0.160051	0.000000	0.000000	0.000000
TX, 04609	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04609	Single-Family Detached	2020s	0.307029	0.000000	0.692971	0.000000	0.000000	0.000000
TX, 04610	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04610	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04610	Multi-Family with 5+ Units	2020s	0.923484	0.000086	0.066166	0.005525	0.001427	0.003313
TX, 04610	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04610	Single-Family Detached	2020s	0.369549	0.000000	0.630451	0.000000	0.000000	0.000000
TX, 04611	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04611	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04611	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 04611	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04611	Single-Family Detached	2020s	0.350000	0.000000	0.562500	0.000000	0.000000	0.087500
TX, 04612	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04612	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04612	Multi-Family with 5+ Units	2020s	0.975092	0.002930	0.021978	0.000000	0.000000	0.000000
TX, 04612	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04612	Single-Family Detached	2020s	0.253271	0.000000	0.737384	0.000000	0.000000	0.009346
TX, 04613	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04613	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
