Dependency=Location Census Tract	Option=Mountain - Pacific	Option=New England	Option=South Atlantic - East South Central	Option=West North Central	Count	Weight
G3400170012400	0.25	0.25	0.25	0.25	0	0.0
G3400170012500	0.25	0.25	0.25	0.25	0	0.0
G3400170012600	0.25	0.25	0.25	0.25	0	0.0
G3400170012700	0.25	0.25	0.25	0.25	0	0.0
G3400170012800	0.25	0.25	0.25	0.25	0	0.0
G3400170012900	0.25	0.25	0.25	0.25	0	0.0
G3400170013000	0.25	0.25	0.25	0.25	0	0.0
G3400170013100	0.25	0.25	0.25	0.25	0	0.0
G3400170013200	0.25	0.25	0.25	0.25	0	0.0
G3400170013300	0.25	0.25	0.25	0.25	0	0.0
G3400170013400	0.25	0.25	0.25	0.25	0	0.0
G3400170013500	0.25	0.25	0.25	0.25	0	0.0
G3400170013600	0.25	0.25	0.25	0.25	0	0.0
G3400170013700	0.25	0.25	0.25	0.25	0	0.0
G3400170013800	0.25	0.25	0.25	0.25	0	0.0
G3400170013900	0.25	0.25	0.25	0.25	0	0.0
G3400170014000	0.25	0.25	0.25	0.25	0	0.0
G3400170014101	0.25	0.25	0.25	0.25	0	0.0
G3400170014102	0.25	0.25	0.25	0.25	0	0.0
G3400170014200	0.25	0.25	0.25	0.25	0	0.0
G3400170014300	0.25	0.25	0.25	0.25	0	0.0
G3400170014400	0.25	0.25	0.25	0.25	0	0.0
G3400170014501	0.25	0.25	0.25	0.25	0	0.0
G3400170014502	0.25	0.25	0.25	0.25	0	0.0
G3400170014600	0.25	0.25	0.25	0.25	0	0.0
G3400170014700	0.25	0.25	0.25	0.25	0	0.0
G3400170014800	0.25	0.25	0.25	0.25	0	0.0
G3400170014900	0.25	0.25	0.25	0.25	0	0.0
G3400170015001	0.25	0.25	0.25	0.25	0	0.0
G3400170015002	0.25	0.25	0.25	0.25	0	0.0
G3400170015100	0.25	0.25	0.25	0.25	0	0.0
G3400170015201	0.25	0.25	0.25	0.25	0	0.0
G3400170015202	0.25	0.25	0.25	0.25	0	0.0
G3400170015300	0.25	0.25	0.25	0.25	0	0.0
G3400170015500	0.25	0.25	0.25	0.25	0	0.0
G3400170015600	0.25	0.25	0.25	0.25	0	0.0
G3400170015700	0.25	0.25	0.25	0.25	0	0.0
G3400170015801	0.25	0.25	0.25	0.25	0	0.0
G3400170015802	0.25	0.25	0.25	0.25	0	0.0
G3400170015900	0.25	0.25	0.25	0.25	0	0.0
G3400170016000	0.25	0.25	0.25	0.25	0	0.0
G3400170016100	0.25	0.25	0.25	0.25	0	0.0
G3400170016200	0.25	0.25	0.25	0.25	0	0.0
G3400170016300	0.25	0.25	0.25	0.25	0	0.0
G3400170016400	0.25	0.25	0.25	0.25	0	0.0
G3400170016500	0.25	0.25	0.25	0.25	0	0.0
G3400170016600	0.25	0.25	0.25	0.25	0	0.0
G3400170016700	0.25	0.25	0.25	0.25	0	0.0
G3400170016800	0.25	0.25	0.25	0.25	0	0.0
G3400170016900	0.25	0.25	0.25	0.25	0	0.0
G3400170017000	0.25	0.25	0.25	0.25	0	0.0
G3400170017100	0.25	0.25	0.25	0.25	0	0.0
G3400170017200	0.25	0.25	0.25	0.25	0	0.0
G3400170017300	0.25	0.25	0.25	0.25	0	0.0
G3400170017400	0.25	0.25	0.25	0.25	0	0.0
G3400170017500	0.25	0.25	0.25	0.25	0	0.0
G3400170017600	0.25	0.25	0.25	0.25	0	0.0
G3400170017700	0.25	0.25	0.25	0.25	0	0.0
G3400170017800	0.25	0.25	0.25	0.25	0	0.0
G3400170017900	0.25	0.25	0.25	0.25	0	0.0
G3400170018000	0.25	0.25	0.25	0.25	0	0.0
G3400170018100	0.25	0.25	0.25	0.25	0	0.0
G3400170018200	0.25	0.25	0.25	0.25	0	0.0
G3400170018301	0.25	0.25	0.25	0.25	0	0.0
G3400170018302	0.25	0.25	0.25	0.25	0	0.0
G3400170018400	0.25	0.25	0.25	0.25	0	0.0
G3400170018500	0.25	0.25	0.25	0.25	0	0.0
G3400170018600	0.25	0.25	0.25	0.25	0	0.0
G3400170018701	0.25	0.25	0.25	0.25	0	0.0
G3400170018702	0.25	0.25	0.25	0.25	0	0.0
G3400170018800	0.25	0.25	0.25	0.25	0	0.0
G3400170018900	0.25	0.25	0.25	0.25	0	0.0
G3400170019000	0.25	0.25	0.25	0.25	0	0.0
G3400170019100	0.25	0.25	0.25	0.25	0	0.0
G3400170019200	0.25	0.25	0.25	0.25	0	0.0
G3400170019300	0.25	0.25	0.25	0.25	0	0.0
G3400170019400	0.25	0.25	0.25	0.25	0	0.0
G3400170019800	0.25	0.25	0.25	0.25	0	0.0
G3400170019900	0.25	0.25	0.25	0.25	0	0.0
G3400170020000	0.25	0.25	0.25	0.25	0	0.0
G3400170020100	0.25	0.25	0.25	0.25	0	0.0
G3400170032400	0.25	0.25	0.25	0.25	0	0.0
G3400170980100	0.25	0.25	0.25	0.25	0	0.0
G3400190010100	0.25	0.25	0.25	0.25	0	0.0
G3400190010200	0.25	0.25	0.25	0.25	0	0.0
G3400190010300	0.25	0.25	0.25	0.25	0	0.0
G3400190010400	0.25	0.25	0.25	0.25	0	0.0
G3400190010500	0.25	0.25	0.25	0.25	0	0.0
G3400190010600	0.25	0.25	0.25	0.25	0	0.0
G3400190010701	0.25	0.25	0.25	0.25	0	0.0
G3400190010702	0.25	0.25	0.25	0.25	0	0.0
G3400190010801	0.25	0.25	0.25	0.25	0	0.0
G3400190010802	0.25	0.25	0.25	0.25	0	0.0
G3400190010900	0.25	0.25	0.25	0.25	0	0.0
G3400190011001	0.25	0.25	0.25	0.25	0	0.0
G3400190011002	0.25	0.25	0.25	0.25	0	0.0
G3400190011100	0.25	0.25	0.25	0.25	0	0.0
G3400190011201	0.25	0.25	0.25	0.25	0	0.0
G3400190011202	0.25	0.25	0.25	0.25	0	0.0
G3400190011301	0.25	0.25	0.25	0.25	0	0.0
G3400190011302	0.25	0.25	0.25	0.25	0	0.0
G3400190011303	0.25	0.25	0.25	0.25	0	0.0
G3400190011304	0.25	0.25	0.25	0.25	0	0.0
G3400190011400	0.25	0.25	0.25	0.25	0	0.0
G3400190011500	0.25	0.25	0.25	0.25	0	0.0
G3400190011600	0.25	0.25	0.25	0.25	0	0.0
G3400190011700	0.25	0.25	0.25	0.25	0	0.0
G3400190011800	0.25	0.25	0.25	0.25	0	0.0
G3400190011900	0.25	0.25	0.25	0.25	0	0.0
G3400210000100	0.25	0.25	0.25	0.25	0	0.0
G3400210000200	0.25	0.25	0.25	0.25	0	0.0
G3400210000300	0.25	0.25	0.25	0.25	0	0.0
G3400210000400	0.25	0.25	0.25	0.25	0	0.0
G3400210000500	0.25	0.25	0.25	0.25	0	0.0
G3400210000600	0.25	0.25	0.25	0.25	0	0.0
G3400210000700	0.25	0.25	0.25	0.25	0	0.0
G3400210000800	0.25	0.25	0.25	0.25	0	0.0
G3400210000900	0.25	0.25	0.25	0.25	0	0.0
G3400210001000	0.25	0.25	0.25	0.25	0	0.0
G3400210001101	0.25	0.25	0.25	0.25	0	0.0
G3400210001102	0.25	0.25	0.25	0.25	0	0.0
G3400210001200	0.25	0.25	0.25	0.25	0	0.0
G3400210001300	0.25	0.25	0.25	0.25	0	0.0
G3400210001401	0.25	0.25	0.25	0.25	0	0.0
G3400210001402	0.25	0.25	0.25	0.25	0	0.0
G3400210001500	0.25	0.25	0.25	0.25	0	0.0
G3400210001600	0.25	0.25	0.25	0.25	0	0.0
G3400210001700	0.25	0.25	0.25	0.25	0	0.0
G3400210001800	0.25	0.25	0.25	0.25	0	0.0
G3400210001900	0.25	0.25	0.25	0.25	0	0.0
G3400210002000	0.25	0.25	0.25	0.25	0	0.0
G3400210002100	0.25	0.25	0.25	0.25	0	0.0
G3400210002200	0.25	0.25	0.25	0.25	0	0.0
G3400210002400	0.25	0.25	0.25	0.25	0	0.0
G3400210002500	0.25	0.25	0.25	0.25	0	0.0
G3400210002601	0.25	0.25	0.25	0.25	0	0.0
G3400210002602	0.25	0.25	0.25	0.25	0	0.0
G3400210002701	0.25	0.25	0.25	0.25	0	0.0
G3400210002702	0.25	0.25	0.25	0.25	0	0.0
G3400210002800	0.25	0.25	0.25	0.25	0	0.0
G3400210002902	0.25	0.25	0.25	0.25	0	0.0
G3400210002903	0.25	0.25	0.25	0.25	0	0.0
G3400210002904	0.25	0.25	0.25	0.25	0	0.0
G3400210003001	0.25	0.25	0.25	0.25	0	0.0
G3400210003002	0.25	0.25	0.25	0.25	0	0.0
G3400210003003	0.25	0.25	0.25	0.25	0	0.0
G3400210003004	0.25	0.25	0.25	0.25	0	0.0
G3400210003006	0.25	0.25	0.25	0.25	0	0.0
G3400210003007	0.25	0.25	0.25	0.25	0	0.0
G3400210003008	0.25	0.25	0.25	0.25	0	0.0
G3400210003009	0.25	0.25	0.25	0.25	0	0.0
G3400210003100	0.25	0.25	0.25	0.25	0	0.0
G3400210003201	0.25	0.25	0.25	0.25	0	0.0
G3400210003202	0.25	0.25	0.25	0.25	0	0.0
G3400210003301	0.25	0.25	0.25	0.25	0	0.0
G3400210003302	0.25	0.25	0.25	0.25	0	0.0
G3400210003400	0.25	0.25	0.25	0.25	0	0.0
G3400210003500	0.25	0.25	0.25	0.25	0	0.0
G3400210003601	0.25	0.25	0.25	0.25	0	0.0
G3400210003602	0.25	0.25	0.25	0.25	0	0.0
G3400210003703	0.25	0.25	0.25	0.25	0	0.0
G3400210003704	0.25	0.25	0.25	0.25	0	0.0
G3400210003705	0.25	0.25	0.25	0.25	0	0.0
G3400210003706	0.25	0.25	0.25	0.25	0	0.0
G3400210003800	0.25	0.25	0.25	0.25	0	0.0
G3400210003902	0.25	0.25	0.25	0.25	0	0.0
G3400210003903	0.25	0.25	0.25	0.25	0	0.0
G3400210003904	0.25	0.25	0.25	0.25	0	0.0
G3400210003905	0.25	0.25	0.25	0.25	0	0.0
G3400210004000	0.25	0.25	0.25	0.25	0	0.0
G3400210004201	0.25	0.25	0.25	0.25	0	0.0
G3400210004203	0.25	0.25	0.25	0.25	0	0.0
G3400210004204	0.25	0.25	0.25	0.25	0	0.0
G3400210004301	0.25	0.25	0.25	0.25	0	0.0
G3400210004304	0.25	0.25	0.25	0.25	0	0.0
G3400210004306	0.25	0.25	0.25	0.25	0	0.0
G3400210004307	0.25	0.25	0.25	0.25	0	0.0
G3400210004309	0.25	0.25	0.25	0.25	0	0.0
G3400210004310	0.25	0.25	0.25	0.25	0	0.0
G3400210004403	0.25	0.25	0.25	0.25	0	0.0
G3400210004404	0.25	0.25	0.25	0.25	0	0.0
G3400210004405	0.25	0.25	0.25	0.25	0	0.0
G3400210004406	0.25	0.25	0.25	0.25	0	0.0
G3400210004407	0.25	0.25	0.25	0.25	0	0.0
G3400210004501	0.25	0.25	0.25	0.25	0	0.0
G3400210004502	0.25	0.25	0.25	0.25	0	0.0
G3400230000100	0.25	0.25	0.25	0.25	0	0.0
G3400230000200	0.25	0.25	0.25	0.25	0	0.0
G3400230000300	0.25	0.25	0.25	0.25	0	0.0
G3400230000401	0.25	0.25	0.25	0.25	0	0.0
G3400230000403	0.25	0.25	0.25	0.25	0	0.0
G3400230000404	0.25	0.25	0.25	0.25	0	0.0
G3400230000501	0.25	0.25	0.25	0.25	0	0.0
G3400230000502	0.25	0.25	0.25	0.25	0	0.0
G3400230000603	0.25	0.25	0.25	0.25	0	0.0
G3400230000606	0.25	0.25	0.25	0.25	0	0.0
G3400230000608	0.25	0.25	0.25	0.25	0	0.0
G3400230000701	0.25	0.25	0.25	0.25	0	0.0
G3400230000702	0.25	0.25	0.25	0.25	0	0.0
G3400230000801	0.25	0.25	0.25	0.25	0	0.0
G3400230000802	0.25	0.25	0.25	0.25	0	0.0
G3400230000901	0.25	0.25	0.25	0.25	0	0.0
G3400230000902	0.25	0.25	0.25	0.25	0	0.0
G3400230001001	0.25	0.25	0.25	0.25	0	0.0
G3400230001002	0.25	0.25	0.25	0.25	0	0.0
G3400230001100	0.25	0.25	0.25	0.25	0	0.0
G3400230001200	0.25	0.25	0.25	0.25	0	0.0
G3400230001300	0.25	0.25	0.25	0.25	0	0.0
G3400230001409	0.25	0.25	0.25	0.25	0	0.0
G3400230001410	0.25	0.25	0.25	0.25	0	0.0
G3400230001411	0.25	0.25	0.25	0.25	0	0.0
G3400230001412	0.25	0.25	0.25	0.25	0	0.0
G3400230001413	0.25	0.25	0.25	0.25	0	0.0
G3400230001414	0.25	0.25	0.25	0.25	0	0.0
G3400230001415	0.25	0.25	0.25	0.25	0	0.0
G3400230001416	0.25	0.25	0.25	0.25	0	0.0
G3400230001417	0.25	0.25	0.25	0.25	0	0.0
G3400230001502	0.25	0.25	0.25	0.25	0	0.0
G3400230001504	0.25	0.25	0.25	0.25	0	0.0
G3400230001505	0.25	0.25	0.25	0.25	0	0.0
G3400230001506	0.25	0.25	0.25	0.25	0	0.0
G3400230001600	0.25	0.25	0.25	0.25	0	0.0
G3400230001701	0.25	0.25	0.25	0.25	0	0.0
G3400230001702	0.25	0.25	0.25	0.25	0	0.0
G3400230001803	0.25	0.25	0.25	0.25	0	0.0
G3400230001804	0.25	0.25	0.25	0.25	0	0.0
G3400230001805	0.25	0.25	0.25	0.25	0	0.0
G3400230001901	0.25	0.25	0.25	0.25	0	0.0
G3400230001902	0.25	0.25	0.25	0.25	0	0.0
G3400230001903	0.25	0.25	0.25	0.25	0	0.0
G3400230002000	0.25	0.25	0.25	0.25	0	0.0
G3400230002101	0.25	0.25	0.25	0.25	0	0.0
G3400230002102	0.25	0.25	0.25	0.25	0	0.0
G3400230002200	0.25	0.25	0.25	0.25	0	0.0
G3400230002301	0.25	0.25	0.25	0.25	0	0.0
G3400230002302	0.25	0.25	0.25	0.25	0	0.0
G3400230002401	0.25	0.25	0.25	0.25	0	0.0
G3400230002402	0.25	0.25	0.25	0.25	0	0.0
G3400230002500	0.25	0.25	0.25	0.25	0	0.0
G3400230002603	0.25	0.25	0.25	0.25	0	0.0
G3400230002604	0.25	0.25	0.25	0.25	0	0.0
G3400230002605	0.25	0.25	0.25	0.25	0	0.0
G3400230002701	0.25	0.25	0.25	0.25	0	0.0
G3400230002703	0.25	0.25	0.25	0.25	0	0.0
G3400230002805	0.25	0.25	0.25	0.25	0	0.0
G3400230002901	0.25	0.25	0.25	0.25	0	0.0
G3400230002902	0.25	0.25	0.25	0.25	0	0.0
G3400230003001	0.25	0.25	0.25	0.25	0	0.0
G3400230003002	0.25	0.25	0.25	0.25	0	0.0
G3400230003101	0.25	0.25	0.25	0.25	0	0.0
G3400230003102	0.25	0.25	0.25	0.25	0	0.0
G3400230003201	0.25	0.25	0.25	0.25	0	0.0
G3400230003203	0.25	0.25	0.25	0.25	0	0.0
G3400230003300	0.25	0.25	0.25	0.25	0	0.0
G3400230003401	0.25	0.25	0.25	0.25	0	0.0
G3400230003500	0.25	0.25	0.25	0.25	0	0.0
G3400230003600	0.25	0.25	0.25	0.25	0	0.0
G3400230003700	0.25	0.25	0.25	0.25	0	0.0
G3400230003800	0.25	0.25	0.25	0.25	0	0.0
G3400230004000	0.25	0.25	0.25	0.25	0	0.0
G3400230004100	0.25	0.25	0.25	0.25	0	0.0
G3400230004200	0.25	0.25	0.25	0.25	0	0.0
G3400230004300	0.25	0.25	0.25	0.25	0	0.0
G3400230004400	0.25	0.25	0.25	0.25	0	0.0
G3400230004500	0.25	0.25	0.25	0.25	0	0.0
G3400230004600	0.25	0.25	0.25	0.25	0	0.0
G3400230004700	0.25	0.25	0.25	0.25	0	0.0
G3400230004800	0.25	0.25	0.25	0.25	0	0.0
G3400230004900	0.25	0.25	0.25	0.25	0	0.0
G3400230005000	0.25	0.25	0.25	0.25	0	0.0
G3400230005100	0.25	0.25	0.25	0.25	0	0.0
G3400230005200	0.25	0.25	0.25	0.25	0	0.0
G3400230005300	0.25	0.25	0.25	0.25	0	0.0
G3400230005500	0.25	0.25	0.25	0.25	0	0.0
G3400230005601	0.25	0.25	0.25	0.25	0	0.0
G3400230005602	0.25	0.25	0.25	0.25	0	0.0
G3400230005700	0.25	0.25	0.25	0.25	0	0.0
G3400230005800	0.25	0.25	0.25	0.25	0	0.0
G3400230006001	0.25	0.25	0.25	0.25	0	0.0
G3400230006002	0.25	0.25	0.25	0.25	0	0.0
G3400230006101	0.25	0.25	0.25	0.25	0	0.0
G3400230006103	0.25	0.25	0.25	0.25	0	0.0
G3400230006104	0.25	0.25	0.25	0.25	0	0.0
G3400230006203	0.25	0.25	0.25	0.25	0	0.0
G3400230006204	0.25	0.25	0.25	0.25	0	0.0
G3400230006205	0.25	0.25	0.25	0.25	0	0.0
G3400230006206	0.25	0.25	0.25	0.25	0	0.0
G3400230006207	0.25	0.25	0.25	0.25	0	0.0
G3400230006300	0.25	0.25	0.25	0.25	0	0.0
G3400230006403	0.25	0.25	0.25	0.25	0	0.0
G3400230006500	0.25	0.25	0.25	0.25	0	0.0
G3400230006601	0.25	0.25	0.25	0.25	0	0.0
G3400230006604	0.25	0.25	0.25	0.25	0	0.0
G3400230006605	0.25	0.25	0.25	0.25	0	0.0
G3400230006606	0.25	0.25	0.25	0.25	0	0.0
G3400230006607	0.25	0.25	0.25	0.25	0	0.0
G3400230006608	0.25	0.25	0.25	0.25	0	0.0
G3400230006701	0.25	0.25	0.25	0.25	0	0.0
G3400230006703	0.25	0.25	0.25	0.25	0	0.0
G3400230006800	0.25	0.25	0.25	0.25	0	0.0
G3400230006900	0.25	0.25	0.25	0.25	0	0.0
G3400230007000	0.25	0.25	0.25	0.25	0	0.0
G3400230007101	0.25	0.25	0.25	0.25	0	0.0
G3400230007102	0.25	0.25	0.25	0.25	0	0.0
G3400230007103	0.25	0.25	0.25	0.25	0	0.0
G3400230007202	0.25	0.25	0.25	0.25	0	0.0
G3400230007203	0.25	0.25	0.25	0.25	0	0.0
G3400230007301	0.25	0.25	0.25	0.25	0	0.0
G3400230007303	0.25	0.25	0.25	0.25	0	0.0
G3400230007304	0.25	0.25	0.25	0.25	0	0.0
G3400230007402	0.25	0.25	0.25	0.25	0	0.0
G3400230007500	0.25	0.25	0.25	0.25	0	0.0
G3400230007600	0.25	0.25	0.25	0.25	0	0.0
G3400230007702	0.25	0.25	0.25	0.25	0	0.0
G3400230007703	0.25	0.25	0.25	0.25	0	0.0
G3400230007704	0.25	0.25	0.25	0.25	0	0.0
G3400230007801	0.25	0.25	0.25	0.25	0	0.0
G3400230007804	0.25	0.25	0.25	0.25	0	0.0
G3400230007805	0.25	0.25	0.25	0.25	0	0.0
G3400230007806	0.25	0.25	0.25	0.25	0	0.0
G3400230007905	0.25	0.25	0.25	0.25	0	0.0
G3400230007906	0.25	0.25	0.25	0.25	0	0.0
G3400230007907	0.25	0.25	0.25	0.25	0	0.0
G3400230007908	0.25	0.25	0.25	0.25	0	0.0
G3400230007909	0.25	0.25	0.25	0.25	0	0.0
G3400230007910	0.25	0.25	0.25	0.25	0	0.0
G3400230007911	0.25	0.25	0.25	0.25	0	0.0
G3400230007912	0.25	0.25	0.25	0.25	0	0.0
G3400230008001	0.25	0.25	0.25	0.25	0	0.0
G3400230008101	0.25	0.25	0.25	0.25	0	0.0
G3400230008102	0.25	0.25	0.25	0.25	0	0.0
G3400230008103	0.25	0.25	0.25	0.25	0	0.0
G3400230008202	0.25	0.25	0.25	0.25	0	0.0
G3400230008204	0.25	0.25	0.25	0.25	0	0.0
G3400230008205	0.25	0.25	0.25	0.25	0	0.0
G3400230008206	0.25	0.25	0.25	0.25	0	0.0
G3400230008207	0.25	0.25	0.25	0.25	0	0.0
G3400230008208	0.25	0.25	0.25	0.25	0	0.0
G3400230008209	0.25	0.25	0.25	0.25	0	0.0
G3400230008300	0.25	0.25	0.25	0.25	0	0.0
G3400230008403	0.25	0.25	0.25	0.25	0	0.0
G3400230008404	0.25	0.25	0.25	0.25	0	0.0
G3400230008405	0.25	0.25	0.25	0.25	0	0.0
G3400230008406	0.25	0.25	0.25	0.25	0	0.0
G3400230008501	0.25	0.25	0.25	0.25	0	0.0
G3400230008502	0.25	0.25	0.25	0.25	0	0.0
G3400230008503	0.25	0.25	0.25	0.25	0	0.0
G3400230008504	0.25	0.25	0.25	0.25	0	0.0
G3400230008601	0.25	0.25	0.25	0.25	0	0.0
G3400230008602	0.25	0.25	0.25	0.25	0	0.0
G3400230008604	0.25	0.25	0.25	0.25	0	0.0
G3400230008605	0.25	0.25	0.25	0.25	0	0.0
G3400230008606	0.25	0.25	0.25	0.25	0	0.0
G3400230008700	0.25	0.25	0.25	0.25	0	0.0
G3400230008800	0.25	0.25	0.25	0.25	0	0.0
G3400230008900	0.25	0.25	0.25	0.25	0	0.0
G3400230009000	0.25	0.25	0.25	0.25	0	0.0
G3400230009100	0.25	0.25	0.25	0.25	0	0.0
G3400230009200	0.25	0.25	0.25	0.25	0	0.0
G3400230009300	0.25	0.25	0.25	0.25	0	0.0
G3400230009400	0.25	0.25	0.25	0.25	0	0.0
G3400250800100	0.25	0.25	0.25	0.25	0	0.0
G3400250800200	0.25	0.25	0.25	0.25	0	0.0
G3400250800400	0.25	0.25	0.25	0.25	0	0.0
G3400250800500	0.25	0.25	0.25	0.25	0	0.0
G3400250800601	0.25	0.25	0.25	0.25	0	0.0
G3400250800602	0.25	0.25	0.25	0.25	0	0.0
G3400250800701	0.25	0.25	0.25	0.25	0	0.0
G3400250800702	0.25	0.25	0.25	0.25	0	0.0
G3400250800800	0.25	0.25	0.25	0.25	0	0.0
G3400250800900	0.25	0.25	0.25	0.25	0	0.0
G3400250801000	0.25	0.25	0.25	0.25	0	0.0
G3400250801100	0.25	0.25	0.25	0.25	0	0.0
G3400250801200	0.25	0.25	0.25	0.25	0	0.0
G3400250801300	0.25	0.25	0.25	0.25	0	0.0
G3400250801400	0.25	0.25	0.25	0.25	0	0.0
G3400250801500	0.25	0.25	0.25	0.25	0	0.0
G3400250801600	0.25	0.25	0.25	0.25	0	0.0
G3400250801700	0.25	0.25	0.25	0.25	0	0.0
G3400250801800	0.25	0.25	0.25	0.25	0	0.0
G3400250801900	0.25	0.25	0.25	0.25	0	0.0
G3400250802000	0.25	0.25	0.25	0.25	0	0.0
G3400250802100	0.25	0.25	0.25	0.25	0	0.0
G3400250802200	0.25	0.25	0.25	0.25	0	0.0
G3400250802300	0.25	0.25	0.25	0.25	0	0.0
G3400250802400	0.25	0.25	0.25	0.25	0	0.0
G3400250802500	0.25	0.25	0.25	0.25	0	0.0
G3400250802600	0.25	0.25	0.25	0.25	0	0.0
G3400250802700	0.25	0.25	0.25	0.25	0	0.0
G3400250802800	0.25	0.25	0.25	0.25	0	0.0
G3400250802900	0.25	0.25	0.25	0.25	0	0.0
G3400250803000	0.25	0.25	0.25	0.25	0	0.0
G3400250803100	0.25	0.25	0.25	0.25	0	0.0
G3400250803201	0.25	0.25	0.25	0.25	0	0.0
G3400250803202	0.25	0.25	0.25	0.25	0	0.0
G3400250803300	0.25	0.25	0.25	0.25	0	0.0
G3400250803400	0.25	0.25	0.25	0.25	0	0.0
G3400250803500	0.25	0.25	0.25	0.25	0	0.0
G3400250803600	0.25	0.25	0.25	0.25	0	0.0
G3400250803700	0.25	0.25	0.25	0.25	0	0.0
G0600130391000	0.25	0.25	0.25	0.25	0	0.0
G0600130392000	0.25	0.25	0.25	0.25	0	0.0
G0600130392200	0.25	0.25	0.25	0.25	0	0.0
G0600130392300	0.25	0.25	0.25	0.25	0	0.0
G0600130990000	0.25	0.25	0.25	0.25	0	0.0
G0600150000101	0.25	0.25	0.25	0.25	0	0.0
G0600150000102	0.25	0.25	0.25	0.25	0	0.0
G0600150000104	0.25	0.25	0.25	0.25	0	0.0
G0600150000105	0.25	0.25	0.25	0.25	0	0.0
G0600150000201	0.25	0.25	0.25	0.25	0	0.0
G0600150000202	0.25	0.25	0.25	0.25	0	0.0
G0600150000203	0.25	0.25	0.25	0.25	0	0.0
G0600150990000	0.25	0.25	0.25	0.25	0	0.0
G0600170030200	0.25	0.25	0.25	0.25	0	0.0
G0600170030301	0.25	0.25	0.25	0.25	0	0.0
G0600170030302	0.25	0.25	0.25	0.25	0	0.0
G0600170030401	0.25	0.25	0.25	0.25	0	0.0
G0600170030402	0.25	0.25	0.25	0.25	0	0.0
G0600170030502	0.25	0.25	0.25	0.25	0	0.0
G0600170030504	0.25	0.25	0.25	0.25	0	0.0
G0600170030505	0.25	0.25	0.25	0.25	0	0.0
G0600170030601	0.25	0.25	0.25	0.25	0	0.0
G0600170030602	0.25	0.25	0.25	0.25	0	0.0
G0600170030603	0.25	0.25	0.25	0.25	0	0.0
G0600170030701	0.25	0.25	0.25	0.25	0	0.0
G0600170030704	0.25	0.25	0.25	0.25	0	0.0
G0600170030706	0.25	0.25	0.25	0.25	0	0.0
G0600170030709	0.25	0.25	0.25	0.25	0	0.0
G0600170030710	0.25	0.25	0.25	0.25	0	0.0
G0600170030801	0.25	0.25	0.25	0.25	0	0.0
G0600170030803	0.25	0.25	0.25	0.25	0	0.0
G0600170030804	0.25	0.25	0.25	0.25	0	0.0
G0600170030807	0.25	0.25	0.25	0.25	0	0.0
G0600170030808	0.25	0.25	0.25	0.25	0	0.0
G0600170030809	0.25	0.25	0.25	0.25	0	0.0
G0600170030810	0.25	0.25	0.25	0.25	0	0.0
G0600170030901	0.25	0.25	0.25	0.25	0	0.0
G0600170030902	0.25	0.25	0.25	0.25	0	0.0
G0600170031000	0.25	0.25	0.25	0.25	0	0.0
G0600170031100	0.25	0.25	0.25	0.25	0	0.0
G0600170031200	0.25	0.25	0.25	0.25	0	0.0
G0600170031301	0.25	0.25	0.25	0.25	0	0.0
G0600170031302	0.25	0.25	0.25	0.25	0	0.0
G0600170031402	0.25	0.25	0.25	0.25	0	0.0
G0600170031404	0.25	0.25	0.25	0.25	0	0.0
G0600170031405	0.25	0.25	0.25	0.25	0	0.0
G0600170031406	0.25	0.25	0.25	0.25	0	0.0
G0600170031502	0.25	0.25	0.25	0.25	0	0.0
G0600170031503	0.25	0.25	0.25	0.25	0	0.0
G0600170031504	0.25	0.25	0.25	0.25	0	0.0
G0600170031600	0.25	0.25	0.25	0.25	0	0.0
G0600170031700	0.25	0.25	0.25	0.25	0	0.0
G0600170031800	0.25	0.25	0.25	0.25	0	0.0
G0600170031900	0.25	0.25	0.25	0.25	0	0.0
G0600170032000	0.25	0.25	0.25	0.25	0	0.0
G0600170990000	0.25	0.25	0.25	0.25	0	0.0
G0600190000100	0.25	0.25	0.25	0.25	0	0.0
G0600190000200	0.25	0.25	0.25	0.25	0	0.0
G0600190000300	0.25	0.25	0.25	0.25	0	0.0
G0600190000400	0.25	0.25	0.25	0.25	0	0.0
G0600190000501	0.25	0.25	0.25	0.25	0	0.0
G0600190000502	0.25	0.25	0.25	0.25	0	0.0
G0600190000600	0.25	0.25	0.25	0.25	0	0.0
G0600190000700	0.25	0.25	0.25	0.25	0	0.0
G0600190000800	0.25	0.25	0.25	0.25	0	0.0
G0600190000901	0.25	0.25	0.25	0.25	0	0.0
G0600190000902	0.25	0.25	0.25	0.25	0	0.0
G0600190001000	0.25	0.25	0.25	0.25	0	0.0
G0600190001100	0.25	0.25	0.25	0.25	0	0.0
G0600190001201	0.25	0.25	0.25	0.25	0	0.0
G0600190001202	0.25	0.25	0.25	0.25	0	0.0
G0600190001301	0.25	0.25	0.25	0.25	0	0.0
G0600190001303	0.25	0.25	0.25	0.25	0	0.0
G0600190001304	0.25	0.25	0.25	0.25	0	0.0
G0600190001407	0.25	0.25	0.25	0.25	0	0.0
G0600190001408	0.25	0.25	0.25	0.25	0	0.0
G0600190001409	0.25	0.25	0.25	0.25	0	0.0
G0600190001410	0.25	0.25	0.25	0.25	0	0.0
G0600190001411	0.25	0.25	0.25	0.25	0	0.0
G0600190001412	0.25	0.25	0.25	0.25	0	0.0
