occupants,lighting_interior,lighting_exterior,lighting_garage,lighting_exterior_holiday,cooking_range,refrigerator,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,plug_loads_tv,plug_loads_other,hot_water_fixtures,ceiling_fan,outage,heating_season,cooling_season,natural_ventilation,water_heater_setpoint
0,0.0495,0.266,0.266,0,0,0.714,0,0,0,0,0,0.149,0.465,0,0.258,0,1,1,1,125
0,0.0495,0.311,0.311,0,0,0.714,0,0,0,0,0,0.169,0.465,0,0.258,0,1,1,1,125
0.333,0.159,0.344,0.344,0,0,0.714,0,0,0,0,0,0.179,0.528,0,0.286,0,1,1,1,125
0.667,0.274,0.355,0.355,0,0,0.697,0,0,0,0,0,0.2,0.611,0,0.323,0,1,1,1,125
0.667,0.294,0.433,0.433,0,0,0.748,0,0,0,0,0,0.25,0.631,0,0.374,0,1,1,1,125
0.667,0.35,0.588,0.588,0,0,0.815,0,0,0,0,0,0.307,0.67,0.282,0.478,0,1,1,1,125
0.667,0.453,0.699,0.699,0,0,0.849,0,0,0.0225,0.638,0,0.413,0.68,0.388,0.552,0,1,1,1,125
0.667,0.569,0.743,0.743,0,0,0.815,0,0,0,0.255,0.683,0.578,0.65,0.0601,0.581,0,1,1,1,125
1,0.905,0.788,0.788,0,0,0.798,0,0,0,0,0.267,0.713,0.698,0.313,0.788,0,1,1,1,125
1,0.564,0.765,0.765,0,0,0.781,0,0,0,0,0,0.676,0.601,0.0857,0.596,0,1,1,1,125
1,0.203,0.654,0.654,0,0,0.748,0,0,0,0,0,0.409,0.508,0,0.39,0,1,1,1,125
1,0.0495,0.555,0.555,0,0,0.697,0,0,0,0,0,0.177,0.465,0.0428,0.258,0,1,1,1,125
1,0.0495,0.444,0.444,0,0,0.68,0,0,0,0,0,0.0727,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.41,0.41,0,0,0.663,0,0,0,0,0,0.0354,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.41,0.41,0,0,0.646,0,0,0,0,0,0.0177,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.399,0.399,0,0,0.629,0,0,0,0,0,0.0138,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.366,0.366,0,0,0.612,0,0,0,0,0,0.0216,0.465,0,0.258,0,1,1,0,125
1,0.0798,0.399,0.399,0,0,0.612,0,0,0,0,0,0.0354,0.474,0.51,0.305,0,1,1,0,125
0.667,0.236,0.477,0.477,0,0,0.646,0,0,0,0,0,0.057,0.522,0.125,0.404,0,1,1,0,125
0.667,0.295,0.521,0.521,0,0,0.68,0,0,0,0,0,0.0786,0.571,0.19,0.433,0,1,1,0,125
0.333,0.175,0.377,0.377,0,0,0.697,0,0,0,0,0,0.0963,0.523,0.193,0.298,0,1,1,0,125
0.333,0.174,0.255,0.255,0,0,0.697,0,0,0,0,0,0.114,0.523,0.611,0.257,0,1,1,0,125
0.333,0.17,0.266,0.266,0,0.217,0.68,0,0,0,0,0,0.128,0.523,0,0.261,0,1,1,0,125
0.333,0.164,0.277,0.277,0,0.783,0.68,0,0,0,0,0,0.142,0.528,0.0918,0.264,0,1,1,0,125
0.667,0.271,0.266,0.266,0,0,0.714,0,0,0,0,0,0.149,0.601,0.0857,0.263,0,1,1,0,125
0.667,0.159,0.311,0.311,0,0,0.714,0,0,0,0,0,0.169,0.533,0.0428,0.275,0,1,1,0,125
0.333,0.159,0.344,0.344,0,0,0.714,0,0,0,0,0,0.179,0.528,0.115,0.286,0,1,1,0,125
0.667,0.274,0.355,0.355,0,0,0.697,0,0,0,0,0,0.2,0.611,0.438,0.323,0,1,1,0,125
0.667,0.294,0.433,0.433,0,0,0.748,0.452,0.417,0,0,0,0.25,0.631,0.111,0.374,0,1,1,0,125
0.667,0.35,0.588,0.588,0,0,0.815,0.61,0.317,0,0,0,0.307,0.67,0.315,0.478,0,1,1,0,125
0.667,0.453,0.699,0.699,0,0,0.849,0.141,0,0,0,0,0.413,0.68,0.116,0.552,0,1,1,0,125
1,0.829,0.743,0.743,0,0,0.815,0.626,0.733,0,0,0,0.578,0.743,0.128,0.743,0,1,1,0,125
1,0.905,0.788,0.788,0,0,0.798,0,0,0,0,0,0.713,0.698,0.351,0.788,0,1,1,0,125
1,0.0495,0.765,0.765,0,0,0.781,0,0,0,0,0,0.676,0.465,0.132,0.258,0,1,1,0,125
1,0.0495,0.654,0.654,0,0,0.748,0,0,0,0,0,0.409,0.465,0.0428,0.258,0,1,1,0,125
1,0.0495,0.555,0.555,0,0,0.697,0,0,0,0,0,0.177,0.465,0,0.258,0,1,1,0,125
1,0.0743,0.444,0.444,0,0,0.68,0,0,0,0,0,0.0727,0.484,0,0.32,0,1,1,1,125
1,0.0578,0.41,0.41,0,0,0.663,0,0,0,0,0,0.0354,0.474,0,0.309,0,1,1,1,125
1,0.0495,0.41,0.41,0,0.217,0.646,0,0,0,0,0,0.0177,0.469,0,0.309,0,1,1,1,125
1,0.0495,0.399,0.399,0,0.283,0.629,0,0,0,0,0,0.0138,0.464,0.145,0.305,0,1,1,1,125
0.667,0.0495,0.366,0.366,0,0,0.612,0,0,0,0,0,0.0216,0.465,0,0.258,0,1,1,1,125
0.667,0.0495,0.399,0.399,0,0,0.612,0,0,0,0,0,0.0354,0.465,0.257,0.258,0,1,1,1,125
0.667,0.0495,0.477,0.477,0,0,0.646,0,0,0,0,0,0.057,0.465,0.246,0.258,0,1,1,1,125
0.667,0.172,0.521,0.521,0,0,0.68,0,0,0,0,0,0.0786,0.518,0.324,0.346,0,1,1,1,125
0.667,0.301,0.377,0.377,0,0,0.697,0,0,0,0,0,0.0963,0.581,0.264,0.337,0,1,1,1,125
0.667,0.299,0.255,0.255,0,0,0.697,0,0,0,0,0,0.114,0.581,0.1,0.256,0,1,1,1,125
0.333,0.17,0.266,0.266,0,0.217,0.68,0,0,0,0,0,0.128,0.523,0,0.261,0,1,1,1,125
0.333,0.164,0.277,0.277,0,0.283,0.68,0,0,0,0,0,0.142,0.528,0.086,0.264,0,1,1,1,125
0.667,0.16,0.266,0.266,0,0,0.714,0,0,0,0,0,0.149,0.533,0.0857,0.261,0,1,1,1,125
0,0.0495,0.311,0.311,0,0,0.714,0,0,0,0,0,0.169,0.465,0,0.258,0,1,1,1,125
0,0.0495,0.344,0.344,0,0,0.714,0,0,0,0,0,0.179,0.465,0.0857,0.258,0,1,1,1,125
0.333,0.162,0.355,0.355,0,0.25,0.697,0,0,0,0,0,0.2,0.538,0.385,0.29,0,1,1,1,125
0.667,0.294,0.433,0.433,0,0,0.748,0,0,0,0,0,0.25,0.631,0,0.374,0,1,1,1,125
0.667,0.35,0.588,0.588,0,0,0.815,0,0,0,0,0,0.307,0.67,0.0857,0.478,0,1,1,1,125
1,0.655,0.699,0.699,0,0,0.849,0,0,0,0,0,0.413,0.788,0.128,0.699,0,1,1,1,125
1,0.829,0.743,0.743,0,0,0.815,0,0,0,0,0,0.578,0.743,0.128,0.743,0,1,1,1,125
1,0.905,0.788,0.788,0,0,0.798,0,0,0,0,0,0.713,0.698,0.269,0.788,0,1,1,1,125
1,0.307,0.765,0.765,0,0,0.781,0,0,0,0,0,0.676,0.533,0.171,0.427,0,1,1,1,125
1,0.203,0.654,0.654,0,0,0.748,0,0,0,0,0,0.409,0.508,0.257,0.39,0,1,1,1,125
1,0.116,0.555,0.555,0,0,0.697,0,0,0,0,0,0.177,0.489,0,0.357,0,1,1,1,125
1,0.0495,0.444,0.444,0,0,0.68,0,0,0,0,0,0.0865,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.41,0.41,0,0,0.663,0,0,0,0,0,0.0432,0.465,0.0428,0.258,0,1,1,0,125
1,0.0495,0.41,0.41,0,0,0.646,0,0,0,0,0,0.0236,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.399,0.399,0,0,0.629,0,0,0,0,0,0.0157,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.366,0.366,0,0,0.612,0,0,0,0,0,0.0216,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.399,0.399,0,0,0.612,0,0,0,0,0,0.0275,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.477,0.477,0,0,0.646,0,0,0,0,0,0.0472,0.465,0,0.258,0,1,1,0,125
1,0.172,0.521,0.521,0,0,0.68,0,0,0,0,0,0.0845,0.518,0.234,0.346,0,1,1,0,125
1,0.175,0.377,0.377,0,0,0.697,0,0,0,0,0,0.14,0.523,0,0.298,0,1,1,0,125
0.667,0.0495,0.255,0.255,0,0.217,0.697,0,0,0,0,0,0.185,0.465,0,0.258,0,1,1,0,125
0.667,0.17,0.266,0.266,0,0.0333,0.68,0,0,0,0,0,0.22,0.523,0.0857,0.261,0,1,1,0,125
0.667,0.279,0.277,0.277,0,0,0.68,0,0,0,0,0,0.242,0.591,0,0.271,0,1,1,0,125
0.667,0.271,0.266,0.266,0,0,0.714,0,0,0,0,0,0.259,0.601,0,0.263,0,1,1,0,125
0.667,0.269,0.311,0.311,0,0,0.714,0,0,0,0,0,0.307,0.601,0,0.293,0,1,1,0,125
0.667,0.269,0.344,0.344,0,0,0.714,0,0,0,0,0,0.35,0.591,0.343,0.315,0,1,1,0,125
0.667,0.274,0.355,0.355,0,0,0.697,0,0,0,0,0,0.385,0.611,0,0.323,0,1,1,0,125
0.667,0.294,0.433,0.433,0,0,0.748,0,0,0,0,0,0.405,0.631,0.0857,0.374,0,1,1,0,125
0.667,0.35,0.588,0.588,0,0,0.815,0,0,0,0,0,0.419,0.67,0.0428,0.478,0,1,1,0,125
0.667,0.453,0.699,0.699,0,0,0.849,0,0,0,0,0,0.493,0.68,0.257,0.552,0,1,1,0,125
0.667,0.569,0.743,0.743,0,0,0.815,0,0,0,0,0,0.649,0.65,0.3,0.581,0,1,1,0,125
1,0.905,0.788,0.788,0,0,0.798,0,0,0.444,0.596,0.167,0.763,0.698,0.0428,0.788,0,1,1,0,125
1,0.821,0.765,0.765,0,0,0.781,0,0,0.558,0,0.533,0.704,0.669,0.0962,0.765,0,1,1,0,125
1,0.356,0.654,0.654,0,0,0.748,0,0,0.796,0,0,0.444,0.551,0.0428,0.522,0,1,1,0,125
1,0.183,0.555,0.555,0,0,0.697,0,0,0.481,0,0,0.202,0.512,0,0.456,0,1,1,0,125
1,0.099,0.444,0.444,0,0,0.68,0,0,0.281,0,0,0.0865,0.502,0.1,0.382,0,1,1,0,125
1,0.0495,0.41,0.41,0,0,0.663,0,0,0,0,0,0.0432,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.41,0.41,0,0,0.646,0,0,0,0,0,0.0236,0.465,0.0428,0.258,0,1,1,0,125
1,0.0495,0.399,0.399,0,0,0.629,0,0,0,0,0,0.0157,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.366,0.366,0,0,0.612,0,0,0,0,0,0.0216,0.465,0,0.258,0,1,1,0,125
1,0.0798,0.399,0.399,0,0,0.612,0,0,0,0,0,0.0275,0.474,0,0.305,0,1,1,0,125
1,0.0495,0.477,0.477,0,0,0.646,0,0,0,0,0,0.0472,0.465,0,0.258,0,1,1,0,125
1,0.172,0.521,0.521,0,0,0.68,0,0,0,0,0,0.0845,0.518,0,0.346,0,1,1,0,125
1,0.175,0.377,0.377,0,0,0.697,0,0,0,0,0,0.14,0.523,0.214,0.298,0,1,1,0,125
1,0.174,0.255,0.255,0,0,0.697,0,0,0,0,0,0.185,0.523,0.128,0.257,0,1,1,0,125
1,0.17,0.266,0.266,0,0,0.68,0,0,0,0,0,0.22,0.523,0.0428,0.261,0,1,1,0,125
1,0.164,0.277,0.277,0,0,0.68,0,0,0,0,0,0.242,0.528,0,0.264,0,1,1,0,125
0.667,0.16,0.266,0.266,0,0,0.714,0,0,0,0,0,0.259,0.533,0.0857,0.261,0,1,1,0,125
0.333,0.0495,0.311,0.311,0,0.75,0.714,0,0,0,0,0,0.307,0.465,0.0428,0.258,0,1,1,0,125
0.667,0.159,0.344,0.344,0,0,0.714,0,0,0,0,0,0.35,0.528,0,0.286,0,1,1,0,125
0.667,0.162,0.355,0.355,0,0,0.697,0,0,0,0,0,0.385,0.538,0.0857,0.29,0,1,1,0,125
0.667,0.294,0.433,0.433,0,0,0.748,0,0,0,0,0,0.405,0.631,0,0.374,0,1,1,0,125
0.667,0.35,0.588,0.588,0,0,0.815,0,0,0,0,0,0.419,0.67,0.306,0.478,0,1,1,0,125
1,0.655,0.699,0.699,0,0,0.849,0,0,0,0,0,0.493,0.788,0.282,0.699,0,1,1,0,125
0.667,0.569,0.743,0.743,0,0,0.815,0,0,0,0,0,0.649,0.65,0.0857,0.581,0,1,1,0,125
0.667,0.62,0.788,0.788,0,0,0.798,0,0,0,0,0,0.763,0.621,0.128,0.611,0,1,1,0,125
0.667,0.564,0.765,0.765,0,0,0.781,0,0,0,0,0,0.704,0.601,0,0.596,0,1,1,0,125
1,0.356,0.654,0.654,0,0,0.748,0,0,0,0,0,0.444,0.551,0.128,0.522,0,1,1,0,125
1,0.0495,0.555,0.555,0,0,0.697,0,0,0,0,0,0.202,0.465,0.0857,0.258,0,1,1,0,125
1,0.0495,0.444,0.444,0,0,0.68,0,0,0,0,0,0.0727,0.465,0.257,0.258,0,1,1,1,125
1,0.0495,0.41,0.41,0,0,0.663,0,0,0,0,0,0.0354,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.41,0.41,0,0,0.646,0,0,0,0,0,0.0177,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.399,0.399,0,0,0.629,0,0,0,0,0,0.0138,0.465,0,0.258,0,1,1,1,125
1,0.0506,0.366,0.366,0,0,0.612,0,0,0,0,0,0.0216,0.469,0.212,0.294,0,1,1,1,125
1,0.0798,0.399,0.399,0,0,0.612,0,0,0,0,0,0.0354,0.474,0,0.305,0,1,1,1,125
0.667,0.236,0.477,0.477,0,0,0.646,0,0,0,0,0,0.057,0.522,0.136,0.404,0,1,1,1,125
0,0.0495,0.521,0.521,0,0,0.68,0,0,0,0,0,0.0786,0.465,0,0.258,0,1,1,1,125
0,0.0495,0.377,0.377,0,0,0.697,0,0,0,0,0,0.0963,0.465,0.0857,0.258,0,1,1,1,125
0,0.0495,0.255,0.255,0,0,0.697,0,0,0,0,0,0.114,0.465,0.171,0.258,0,1,1,1,125
0,0.0495,0.266,0.266,0,0,0.68,0,0,0,0,0,0.128,0.465,0.177,0.258,0,1,1,1,125
0.667,0.279,0.277,0.277,0,0,0.68,0,0,0,0,0,0.142,0.591,0.0882,0.271,0,1,1,1,125
0.667,0.271,0.266,0.266,0,0,0.714,0,0,0.138,0.596,0,0.149,0.601,0.102,0.263,0,1,1,1,125
0.333,0.159,0.311,0.311,0,0,0.714,0,0,0.781,0,0.917,0.169,0.533,0,0.275,0,1,1,1,125
0.333,0.159,0.344,0.344,0,0,0.714,0,0,0.736,0,0.267,0.179,0.528,0,0.286,0,1,1,1,125
0.333,0.162,0.355,0.355,0,0,0.697,0,0,0.473,0,0,0.2,0.538,0.0857,0.29,0,1,1,1,125
0.333,0.172,0.433,0.433,0,0,0.748,0,0,0.505,0,0,0.25,0.548,0.0428,0.316,0,1,1,1,125
0.333,0.2,0.588,0.588,0,0,0.815,0.75,0.733,0.182,0,0,0.307,0.568,0.257,0.368,0,1,1,1,125
1,0.655,0.699,0.699,0,0,0.849,0.508,0,0,0,0,0.413,0.788,0.171,0.699,0,1,1,1,125
1,0.829,0.743,0.743,0,0,0.815,0.121,0,0.373,0.596,0,0.578,0.743,0.214,0.743,0,1,1,1,125
1,0.905,0.788,0.788,0,0,0.798,0,0,0.0691,0,0.233,0.713,0.698,0.535,0.788,0,1,1,1,125
1,0.307,0.765,0.765,0,0,0.781,0,0,0,0,0,0.676,0.533,0.0428,0.427,0,1,1,1,125
1,0.203,0.654,0.654,0,0,0.748,0,0,0,0,0,0.409,0.508,0,0.39,0,1,1,1,125
1,0.0495,0.555,0.555,0,0,0.697,0,0,0,0,0,0.177,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.444,0.444,0,0,0.68,0,0,0,0,0,0.0727,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.41,0.41,0,0,0.663,0,0,0,0,0,0.0354,0.465,0.0428,0.258,0,1,1,0,125
1,0.0495,0.41,0.41,0,0,0.646,0,0,0,0,0,0.0177,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.399,0.399,0,0,0.629,0,0,0,0,0,0.0138,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.366,0.366,0,0.217,0.612,0,0,0,0,0,0.0216,0.465,0,0.258,0,1,1,0,125
1,0.0798,0.399,0.399,0,0.0333,0.612,0,0,0,0,0,0.0354,0.474,0,0.305,0,1,1,0,125
0.667,0.143,0.477,0.477,0,0,0.646,0,0,0,0,0,0.057,0.493,0.104,0.331,0,1,1,0,125
0.333,0.0495,0.521,0.521,0,0,0.68,0,0,0,0,0,0.0786,0.465,0.102,0.258,0,1,1,0,125
0.333,0.175,0.377,0.377,0,0,0.697,0,0,0,0,0,0.0963,0.523,0.509,0.298,0,1,1,0,125
0,0.0495,0.255,0.255,0,0,0.697,0,0,0,0,0,0.114,0.465,0.257,0.258,0,1,1,0,125
0,0.0495,0.266,0.266,0,0,0.68,0,0,0,0,0,0.128,0.465,0,0.258,0,1,1,0,125
0.333,0.164,0.277,0.277,0,0,0.68,0.645,0.917,0,0,0,0.142,0.528,0.171,0.264,0,1,1,0,125
0.333,0.16,0.266,0.266,0,0,0.714,0,0.0667,0,0,0,0.149,0.533,0,0.261,0,1,1,0,125
0,0.0495,0.311,0.311,0,0,0.714,0,0,0,0,0,0.169,0.465,0,0.258,0,1,1,0,125
0.333,0.159,0.344,0.344,0,0,0.714,0,0,0,0,0,0.179,0.528,0.0428,0.286,0,1,1,0,125
0.333,0.162,0.355,0.355,0,0,0.697,0,0,0,0,0,0.2,0.538,0.0857,0.29,0,1,1,0,125
0.333,0.172,0.433,0.433,0,0,0.748,0,0,0,0,0,0.25,0.548,0.0428,0.316,0,1,1,0,125
0.667,0.35,0.588,0.588,0,0.25,0.815,0,0,0,0,0,0.307,0.67,0.0428,0.478,0,1,1,0,125
1,0.655,0.699,0.699,0,0,0.849,0,0,0,0,0,0.413,0.788,0.0857,0.699,0,1,1,0,125
1,0.829,0.743,0.743,0,0,0.815,0,0,0,0,0,0.578,0.743,0.128,0.743,0,1,1,0,125
1,0.905,0.788,0.788,0,0,0.798,0,0,0.449,0.298,0.4,0.713,0.698,0.476,0.788,0,1,1,0,125
1,0.821,0.765,0.765,0,0,0.781,0,0,0.902,0,0.0667,0.676,0.669,0,0.765,0,1,1,0,125
1,0.203,0.654,0.654,0,0,0.748,0,0,0.449,0,0,0.409,0.508,0,0.39,0,1,1,0,125
1,0.116,0.555,0.555,0,0,0.697,0,0,0,0,0,0.177,0.489,0.301,0.357,0,1,1,0,125
1,0.0495,0.444,0.444,0,0,0.68,0,0,0,0,0,0.0727,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.41,0.41,0,0,0.663,0,0,0,0,0,0.0354,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.41,0.41,0,0,0.646,0,0,0,0,0,0.0177,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.399,0.399,0,0,0.629,0,0,0,0,0,0.0138,0.465,0.0503,0.258,0,1,1,1,125
1,0.0495,0.366,0.366,0,0,0.612,0,0,0,0,0,0.0216,0.465,0,0.258,0,1,1,1,125
1,0.0798,0.399,0.399,0,0,0.612,0,0,0,0,0,0.0354,0.474,0,0.305,0,1,1,1,125
0.667,0.236,0.477,0.477,0,0.75,0.646,0,0,0,0,0,0.057,0.522,0.128,0.404,0,1,1,1,125
0.333,0.172,0.521,0.521,0,0,0.68,0,0,0,0,0,0.0786,0.518,0.0428,0.346,0,1,1,1,125
0.333,0.175,0.377,0.377,0,0,0.697,0,0,0,0,0,0.0963,0.523,0,0.298,0,1,1,1,125
0.333,0.174,0.255,0.255,0,0,0.697,0,0,0,0,0,0.114,0.523,0,0.257,0,1,1,1,125
0.333,0.17,0.266,0.266,0,0,0.68,0,0,0,0,0,0.128,0.523,0.0428,0.261,0,1,1,1,125
0.333,0.164,0.277,0.277,0,0,0.68,0,0,0,0,0,0.142,0.528,0.0428,0.264,0,1,1,1,125
0.333,0.16,0.266,0.266,0,0,0.714,0,0,0,0,0,0.149,0.533,0.343,0.261,0,1,1,1,125
0.333,0.159,0.311,0.311,0,0,0.714,0,0,0,0,0,0.169,0.533,0,0.275,0,1,1,1,125
0,0.0495,0.344,0.344,0,0,0.714,0,0,0,0,0,0.179,0.465,0.0857,0.258,0,1,1,1,125
0,0.0495,0.355,0.355,0,0.967,0.697,0,0,0.0932,0.319,0,0.2,0.465,0.0857,0.258,0,1,1,1,125
0.667,0.294,0.433,0.433,0,0.0333,0.748,0,0,0.143,0.574,0.433,0.25,0.631,0.128,0.374,0,1,1,1,125
0.667,0.35,0.588,0.588,0,0,0.815,0,0,0,0,0.267,0.307,0.67,0,0.478,0,1,1,1,125
0.667,0.453,0.699,0.699,0,0,0.849,0,0,0,0,0,0.413,0.68,0.363,0.552,0,1,1,1,125
1,0.829,0.743,0.743,0,0,0.815,0,0,0,0,0,0.578,0.743,0.19,0.743,0,1,1,1,125
1,0.905,0.788,0.788,0,0,0.798,0,0,0,0,0,0.713,0.698,0.335,0.788,0,1,1,1,125
1,0.564,0.765,0.765,0,0,0.781,0,0,0,0,0,0.676,0.601,0.331,0.596,0,1,1,1,125
1,0.356,0.654,0.654,0,0,0.748,0,0,0,0,0,0.409,0.551,0.128,0.522,0,1,1,1,125
1,0.116,0.555,0.555,0,0,0.697,0,0,0,0,0,0.177,0.489,0.128,0.357,0,1,1,1,125
1,0.0495,0.444,0.444,0,0,0.68,0,0,0,0,0,0.0727,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.41,0.41,0,0,0.663,0,0,0,0,0,0.0354,0.465,0.0857,0.258,0,1,1,0,125
1,0.0495,0.41,0.41,0,0,0.646,0,0,0,0,0,0.0177,0.465,0.128,0.258,0,1,1,0,125
1,0.0495,0.399,0.399,0,0,0.629,0,0,0,0,0,0.0138,0.465,0,0.258,0,1,1,0,125
0.667,0.0495,0.366,0.366,0,0,0.612,0,0,0,0,0,0.0216,0.465,0,0.258,0,1,1,0,125
0.667,0.11,0.399,0.399,0,0,0.612,0,0,0,0,0,0.0354,0.482,0.15,0.352,0,1,1,0,125
0.333,0.143,0.477,0.477,0,0,0.646,0,0,0,0,0,0.057,0.493,0,0.331,0,1,1,0,125
0.333,0.172,0.521,0.521,0,0,0.68,0,0,0,0,0,0.0786,0.518,0,0.346,0,1,1,0,125
0.333,0.175,0.377,0.377,0,0,0.697,0,0,0,0,0,0.0963,0.523,0.0428,0.298,0,1,1,0,125
0.333,0.174,0.255,0.255,0,0.217,0.697,0,0,0,0,0,0.114,0.523,0.0857,0.257,0,1,1,0,125
0.333,0.17,0.266,0.266,0,1,0.68,0,0,0,0,0,0.128,0.523,0.171,0.261,0,1,1,0,125
0.333,0.164,0.277,0.277,0,0.533,0.68,0,0,0,0,0,0.142,0.528,0,0.264,0,1,1,0,125
0.333,0.16,0.266,0.266,0,0,0.714,0,0,0.635,0.596,0.417,0.149,0.533,0,0.261,0,1,1,0,125
0.333,0.159,0.311,0.311,0,0,0.714,0,0,0.416,0,0.283,0.169,0.533,0,0.275,0,1,1,0,125
0.333,0.159,0.344,0.344,0,0,0.714,0,0,0.151,0,0,0.179,0.528,0.128,0.286,0,1,1,0,125
0.333,0.162,0.355,0.355,0,0,0.697,0,0,0,0,0,0.2,0.538,0.0428,0.29,0,1,1,0,125
0,0.0495,0.433,0.433,0,0,0.748,0,0,0,0,0,0.25,0.465,0.171,0.258,0,1,1,0,125
0.333,0.2,0.588,0.588,0,0,0.815,0,0,0,0,0,0.307,0.568,0.243,0.368,0,1,1,0,125
0.333,0.251,0.699,0.699,0,0,0.849,0.365,0.417,0,0,0,0.413,0.573,0.3,0.405,0,1,1,0,125
1,0.829,0.743,0.743,0,0,0.815,0.518,0.317,0,0,0,0.578,0.743,0.3,0.743,0,1,1,0,125
1,0.905,0.788,0.788,0,0,0.798,0.282,0,0,0,0,0.713,0.698,0,0.788,0,1,1,0,125
1,0.821,0.765,0.765,0,0,0.781,0,0,0,0,0,0.676,0.669,0.128,0.765,0,1,1,0,125
1,0.356,0.654,0.654,0,0,0.748,0,0,0,0,0,0.409,0.551,0,0.522,0,1,1,0,125
1,0.0495,0.555,0.555,0,0,0.697,0,0,0,0,0,0.177,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.444,0.444,0,0,0.68,0,0,0,0,0,0.0727,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.41,0.41,0,0,0.663,0,0,0,0,0,0.0354,0.465,0.0857,0.258,0,1,1,1,125
1,0.0495,0.41,0.41,0,0,0.646,0,0,0,0,0,0.0177,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.399,0.399,0,0,0.629,0,0,0,0,0,0.0138,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.366,0.366,0,0,0.612,0,0,0,0,0,0.0216,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.399,0.399,0,0.217,0.612,0,0,0,0,0,0.0354,0.465,0.295,0.258,0,1,1,1,125
1,0.33,0.477,0.477,0,0.0333,0.646,0,0,0,0,0,0.057,0.55,0.121,0.477,0,1,1,1,125
1,0.417,0.521,0.521,0,0,0.68,0,0,0,0,0,0.0786,0.624,0.0515,0.521,0,1,1,1,125
0.333,0.175,0.377,0.377,0,0,0.697,0,0,0,0,0,0.0963,0.523,0.271,0.298,0,1,1,1,125
0.333,0.174,0.255,0.255,0,0,0.697,0,0,0,0,0,0.114,0.523,0.0428,0.257,0,1,1,1,125
0.333,0.17,0.266,0.266,0,0,0.68,0,0,0,0,0,0.128,0.523,0.128,0.261,0,1,1,1,125
0.333,0.164,0.277,0.277,0,0,0.68,0,0,0,0,0,0.142,0.528,0.0428,0.264,0,1,1,1,125
0.333,0.16,0.266,0.266,0,0,0.714,0,0,0,0,0,0.149,0.533,0.341,0.261,0,1,1,1,125
0.333,0.159,0.311,0.311,0,0,0.714,0,0,0,0,0,0.169,0.533,0.214,0.275,0,1,1,1,125
0.333,0.159,0.344,0.344,0,0.217,0.714,0,0,0,0,0,0.179,0.528,0,0.286,0,1,1,1,125
1,0.274,0.355,0.355,0,0.0333,0.697,0,0,0,0,0,0.2,0.611,0.214,0.323,0,1,1,1,125
1,0.417,0.433,0.433,0,0.5,0.748,0,0,0,0,0,0.25,0.713,0.276,0.433,0,1,1,1,125
1,0.501,0.588,0.588,0,0,0.815,0,0,0,0,0,0.307,0.773,0.0857,0.588,0,1,1,1,125
1,0.655,0.699,0.699,0,0,0.849,0,0,0,0,0,0.413,0.788,0.171,0.699,0,1,1,1,125
1,0.829,0.743,0.743,0,0,0.815,0.504,0.917,0,0,0,0.578,0.743,0.128,0.743,0,1,1,1,125
1,0.905,0.788,0.788,0,0,0.798,0.769,0.0667,0,0,0,0.713,0.698,0.499,0.788,0,1,1,1,125
1,0.564,0.765,0.765,0,0,0.781,0.457,0,0,0,0,0.676,0.601,0.075,0.596,0,1,1,1,125
1,0.203,0.654,0.654,0,0,0.748,0.586,0,0,0,0,0.409,0.508,0.0857,0.39,0,1,1,1,125
1,0.116,0.555,0.555,0,0,0.697,0.71,0,0,0,0,0.177,0.489,0,0.357,0,1,1,1,125
1,0.0743,0.444,0.444,0,0,0.68,0,0,0,0,0,0.0865,0.484,0,0.32,0,1,1,0,125
1,0.0495,0.41,0.41,0,0,0.663,0,0,0,0,0,0.0432,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.41,0.41,0,0,0.646,0,0,0,0,0,0.0236,0.465,0,0.258,0,1,1,0,125
