Dependency=PUMA	Dependency=Geometry Building Type ACS	Option=1940s	Option=1950s	Option=1960s	Option=1970s	Option=1980s	Option=1990s	Option=2000s	Option=2010s	Option=<1940	sample_count	sample_weight
CA, 06506	10 to 19 Unit	0.042763	0.002949	0.049860	0.098845	0.418153	0.138529	0.198208	0.050692	0.000000	0.000000	0.000000
CA, 06506	2 Unit	0.019770	0.029655	0.132616	0.310338	0.253991	0.031749	0.069654	0.000000	0.152227	0.000000	0.000000
CA, 06506	20 to 49 Unit	0.053874	0.005214	0.105154	0.223366	0.247918	0.097756	0.095746	0.170972	0.000000	0.000000	0.000000
CA, 06506	3 or 4 Unit	0.011004	0.096037	0.077147	0.237969	0.301958	0.079188	0.087653	0.109043	0.000000	0.000000	0.000000
CA, 06506	5 to 9 Unit	0.003732	0.017593	0.063250	0.164449	0.431272	0.153032	0.166673	0.000000	0.000000	0.000000	0.000000
CA, 06506	50 or more Unit	0.015087	0.012344	0.042308	0.165434	0.386547	0.149528	0.176619	0.052133	0.000000	0.000000	0.000000
CA, 06506	Mobile Home	0.001151	0.023351	0.101638	0.308681	0.337272	0.061636	0.135736	0.027678	0.002857	0.000000	0.000000
CA, 06506	Single-Family Attached	0.062634	0.093607	0.044171	0.223590	0.308836	0.123924	0.112061	0.017497	0.013679	0.000000	0.000000
CA, 06506	Single-Family Detached	0.018312	0.064712	0.067103	0.101031	0.195929	0.152854	0.296586	0.078184	0.025289	0.000000	0.000000
CA, 06507	10 to 19 Unit	0.000000	0.041133	0.149534	0.072546	0.263834	0.312380	0.110455	0.000000	0.050118	0.000000	0.000000
CA, 06507	2 Unit	0.018837	0.012244	0.236011	0.212010	0.287989	0.159677	0.000000	0.000000	0.073233	0.000000	0.000000
CA, 06507	20 to 49 Unit	0.000000	0.048910	0.220951	0.015108	0.298838	0.212687	0.203507	0.000000	0.000000	0.000000	0.000000
CA, 06507	3 or 4 Unit	0.002752	0.055046	0.065755	0.138085	0.369758	0.145820	0.118099	0.104685	0.000000	0.000000	0.000000
CA, 06507	5 to 9 Unit	0.009170	0.061132	0.123331	0.154705	0.291497	0.175823	0.130036	0.046085	0.008221	0.000000	0.000000
CA, 06507	50 or more Unit	0.008495	0.028575	0.000000	0.262413	0.126259	0.084173	0.305897	0.184187	0.000000	0.000000	0.000000
CA, 06507	Mobile Home	0.000910	0.023592	0.115570	0.294748	0.324221	0.074687	0.135736	0.027678	0.002857	0.000000	0.000000
CA, 06507	Single-Family Attached	0.007549	0.054037	0.068784	0.103176	0.483303	0.149024	0.103612	0.005163	0.025351	0.000000	0.000000
CA, 06507	Single-Family Detached	0.028496	0.060071	0.090088	0.083801	0.159671	0.178779	0.295996	0.078507	0.024591	0.000000	0.000000
CA, 06508	10 to 19 Unit	0.000000	0.048298	0.076297	0.150777	0.242727	0.227781	0.194574	0.059546	0.000000	0.000000	0.000000
CA, 06508	2 Unit	0.000000	0.066734	0.000000	0.234684	0.165003	0.308942	0.093686	0.098962	0.031989	0.000000	0.000000
CA, 06508	20 to 49 Unit	0.000000	0.000000	0.088092	0.121127	0.224685	0.405882	0.143566	0.016647	0.000000	0.000000	0.000000
CA, 06508	3 or 4 Unit	0.000000	0.068653	0.193148	0.087794	0.260042	0.149091	0.131952	0.109320	0.000000	0.000000	0.000000
CA, 06508	5 to 9 Unit	0.000000	0.067340	0.047694	0.239134	0.234575	0.192282	0.124630	0.071832	0.022513	0.000000	0.000000
CA, 06508	50 or more Unit	0.021104	0.000000	0.029987	0.229399	0.225995	0.303959	0.111044	0.029055	0.049458	0.000000	0.000000
CA, 06508	Mobile Home	0.024502	0.000000	0.011644	0.398674	0.341711	0.057196	0.135736	0.027678	0.002857	0.000000	0.000000
CA, 06508	Single-Family Attached	0.049128	0.053222	0.117438	0.070654	0.126056	0.037817	0.339120	0.115008	0.091559	0.000000	0.000000
CA, 06508	Single-Family Detached	0.010379	0.076257	0.036324	0.136952	0.288754	0.071618	0.284204	0.073290	0.022223	0.000000	0.000000
CA, 06509	10 to 19 Unit	0.000000	0.000000	0.146263	0.170142	0.357159	0.326436	0.000000	0.000000	0.000000	0.000000	0.000000
CA, 06509	2 Unit	0.000000	0.299314	0.000000	0.000000	0.261756	0.212676	0.226254	0.000000	0.000000	0.000000	0.000000
CA, 06509	20 to 49 Unit	0.000000	0.267505	0.038963	0.148060	0.350907	0.050130	0.144436	0.000000	0.000000	0.000000	0.000000
CA, 06509	3 or 4 Unit	0.000000	0.000000	0.120100	0.084515	0.108736	0.406331	0.280317	0.000000	0.000000	0.000000	0.000000
CA, 06509	5 to 9 Unit	0.000000	0.000000	0.234551	0.164186	0.127175	0.168130	0.145327	0.109519	0.051111	0.000000	0.000000
CA, 06509	50 or more Unit	0.000000	0.000000	0.000000	0.093952	0.300110	0.279269	0.160928	0.165741	0.000000	0.000000	0.000000
CA, 06509	Mobile Home	0.000000	0.024502	0.062756	0.347562	0.284287	0.114620	0.135736	0.027678	0.002857	0.000000	0.000000
CA, 06509	Single-Family Attached	0.135255	0.000000	0.000000	0.000000	0.182706	0.134444	0.360590	0.187006	0.000000	0.000000	0.000000
CA, 06509	Single-Family Detached	0.036080	0.049886	0.059653	0.118526	0.159714	0.194756	0.284229	0.071903	0.025252	0.000000	0.000000
CA, 06510	10 to 19 Unit	0.004644	0.066344	0.085282	0.204099	0.236281	0.149514	0.161296	0.090299	0.002241	0.000000	0.000000
CA, 06510	2 Unit	0.067213	0.178114	0.231374	0.108365	0.124158	0.186237	0.038040	0.000000	0.066499	0.000000	0.000000
CA, 06510	20 to 49 Unit	0.000000	0.043671	0.096716	0.147313	0.223982	0.226260	0.174977	0.087082	0.000000	0.000000	0.000000
CA, 06510	3 or 4 Unit	0.016373	0.019882	0.077802	0.120270	0.309945	0.207974	0.050651	0.142163	0.054939	0.000000	0.000000
CA, 06510	5 to 9 Unit	0.001824	0.028575	0.052985	0.210615	0.293348	0.177895	0.195986	0.024981	0.013791	0.000000	0.000000
CA, 06510	50 or more Unit	0.006036	0.021987	0.039826	0.234445	0.308991	0.252926	0.135790	0.000000	0.000000	0.000000	0.000000
CA, 06510	Mobile Home	0.012251	0.012251	0.150756	0.259562	0.255966	0.142942	0.135736	0.027678	0.002857	0.000000	0.000000
CA, 06510	Single-Family Attached	0.023581	0.074341	0.077987	0.342935	0.265221	0.119300	0.039541	0.000000	0.057094	0.000000	0.000000
CA, 06510	Single-Family Detached	0.018300	0.068481	0.071403	0.093210	0.206205	0.146196	0.295266	0.077514	0.023424	0.000000	0.000000
CA, 06511	10 to 19 Unit	0.022602	0.040628	0.095491	0.083992	0.343103	0.143103	0.176157	0.083335	0.011590	0.000000	0.000000
CA, 06511	2 Unit	0.071037	0.082602	0.065522	0.096794	0.297854	0.151495	0.081202	0.076645	0.076849	0.000000	0.000000
CA, 06511	20 to 49 Unit	0.014321	0.018557	0.087636	0.276362	0.246416	0.146721	0.095331	0.092378	0.022278	0.000000	0.000000
CA, 06511	3 or 4 Unit	0.043409	0.043691	0.114845	0.243409	0.290029	0.137566	0.106577	0.000000	0.020475	0.000000	0.000000
CA, 06511	5 to 9 Unit	0.009917	0.020070	0.045548	0.223481	0.363326	0.145331	0.120078	0.060502	0.011747	0.000000	0.000000
CA, 06511	50 or more Unit	0.001333	0.021480	0.063828	0.174658	0.271229	0.202156	0.203879	0.059521	0.001916	0.000000	0.000000
CA, 06511	Mobile Home	0.024502	0.000000	0.084799	0.325519	0.188078	0.210830	0.135736	0.027678	0.002857	0.000000	0.000000
CA, 06511	Single-Family Attached	0.017517	0.048915	0.034269	0.101992	0.158877	0.126699	0.434717	0.054993	0.022021	0.000000	0.000000
CA, 06511	Single-Family Detached	0.016872	0.071776	0.082345	0.094100	0.277625	0.080734	0.275598	0.076135	0.024815	0.000000	0.000000
CA, 06512	10 to 19 Unit	0.000000	0.000000	0.000000	0.045491	0.474764	0.253207	0.226538	0.000000	0.000000	0.000000	0.000000
CA, 06512	2 Unit	0.000000	0.322076	0.000000	0.000000	0.098671	0.162517	0.196159	0.000000	0.220578	0.000000	0.000000
CA, 06512	20 to 49 Unit	0.000000	0.000000	0.000000	0.387776	0.254721	0.357503	0.000000	0.000000	0.000000	0.000000	0.000000
CA, 06512	3 or 4 Unit	0.055160	0.000000	0.278239	0.102509	0.202007	0.290607	0.071478	0.000000	0.000000	0.000000	0.000000
CA, 06512	5 to 9 Unit	0.030133	0.090400	0.000000	0.340939	0.082509	0.294677	0.161342	0.000000	0.000000	0.000000	0.000000
CA, 06512	50 or more Unit	0.000000	0.000000	0.000000	0.273826	0.074858	0.187758	0.160544	0.277104	0.025909	0.000000	0.000000
CA, 06512	Mobile Home	0.000000	0.024502	0.013730	0.396588	0.350469	0.048439	0.135736	0.027678	0.002857	0.000000	0.000000
CA, 06512	Single-Family Attached	0.000000	0.048857	0.000000	0.119519	0.205487	0.363632	0.198704	0.000000	0.063802	0.000000	0.000000
CA, 06512	Single-Family Detached	0.023380	0.064992	0.053669	0.121808	0.141865	0.204982	0.288828	0.077063	0.023412	0.000000	0.000000
CA, 06513	10 to 19 Unit	0.000000	0.012023	0.066785	0.145287	0.356755	0.179597	0.111636	0.127918	0.000000	0.000000	0.000000
CA, 06513	2 Unit	0.062971	0.174098	0.124363	0.030504	0.188788	0.226220	0.068208	0.000000	0.124848	0.000000	0.000000
CA, 06513	20 to 49 Unit	0.000000	0.000000	0.092348	0.189556	0.219124	0.132598	0.294780	0.071594	0.000000	0.000000	0.000000
CA, 06513	3 or 4 Unit	0.063038	0.045027	0.146763	0.219885	0.221211	0.144597	0.108874	0.005055	0.045550	0.000000	0.000000
CA, 06513	5 to 9 Unit	0.000000	0.041331	0.121668	0.122182	0.401287	0.253163	0.058033	0.002335	0.000000	0.000000	0.000000
CA, 06513	50 or more Unit	0.009296	0.000000	0.060653	0.160171	0.187061	0.162964	0.265636	0.154219	0.000000	0.000000	0.000000
CA, 06513	Mobile Home	0.006001	0.018502	0.130785	0.279534	0.209985	0.188923	0.135736	0.027678	0.002857	0.000000	0.000000
CA, 06513	Single-Family Attached	0.021713	0.038995	0.011049	0.133812	0.324884	0.162891	0.091472	0.215184	0.000000	0.000000	0.000000
CA, 06513	Single-Family Detached	0.019956	0.068749	0.079995	0.095461	0.178803	0.167019	0.297319	0.066650	0.026048	0.000000	0.000000
CA, 06514	10 to 19 Unit	0.017307	0.055167	0.207848	0.093798	0.101277	0.406825	0.092584	0.000000	0.025194	0.000000	0.000000
CA, 06514	2 Unit	0.000000	0.152826	0.100034	0.212976	0.384563	0.093542	0.056058	0.000000	0.000000	0.000000	0.000000
CA, 06514	20 to 49 Unit	0.000000	0.000000	0.128632	0.114339	0.069052	0.281961	0.151530	0.152557	0.101929	0.000000	0.000000
CA, 06514	3 or 4 Unit	0.014672	0.051352	0.104363	0.073190	0.288123	0.261930	0.206370	0.000000	0.000000	0.000000	0.000000
CA, 06514	5 to 9 Unit	0.000000	0.024676	0.171687	0.198374	0.134665	0.352422	0.118175	0.000000	0.000000	0.000000	0.000000
CA, 06514	50 or more Unit	0.018335	0.017462	0.122594	0.039359	0.309657	0.091442	0.199126	0.202025	0.000000	0.000000	0.000000
CA, 06514	Mobile Home	0.000000	0.024502	0.057445	0.352874	0.167417	0.231490	0.135736	0.027678	0.002857	0.000000	0.000000
CA, 06514	Single-Family Attached	0.027033	0.058367	0.028564	0.197273	0.221501	0.154748	0.237153	0.025284	0.050077	0.000000	0.000000
CA, 06514	Single-Family Detached	0.023295	0.063946	0.058150	0.113869	0.245530	0.107248	0.287776	0.076422	0.023764	0.000000	0.000000
CA, 06515	10 to 19 Unit	0.000000	0.056196	0.070756	0.235536	0.221143	0.250214	0.084863	0.081292	0.000000	0.000000	0.000000
CA, 06515	2 Unit	0.000000	0.060533	0.066740	0.174550	0.332987	0.015901	0.151639	0.051064	0.146587	0.000000	0.000000
CA, 06515	20 to 49 Unit	0.072131	0.118172	0.008352	0.039373	0.327375	0.296073	0.028311	0.069332	0.040881	0.000000	0.000000
CA, 06515	3 or 4 Unit	0.000000	0.039286	0.064253	0.232520	0.380803	0.151187	0.121996	0.009955	0.000000	0.000000	0.000000
CA, 06515	5 to 9 Unit	0.013511	0.000000	0.070700	0.170084	0.337856	0.140000	0.197420	0.070429	0.000000	0.000000	0.000000
CA, 06515	50 or more Unit	0.000000	0.049575	0.065520	0.201377	0.201181	0.140616	0.203269	0.138462	0.000000	0.000000	0.000000
CA, 06515	Mobile Home	0.000000	0.024502	0.063761	0.346557	0.300875	0.098033	0.135736	0.027678	0.002857	0.000000	0.000000
CA, 06515	Single-Family Attached	0.000000	0.020421	0.048396	0.187761	0.467269	0.121023	0.105584	0.025754	0.023793	0.000000	0.000000
CA, 06515	Single-Family Detached	0.028267	0.067393	0.049865	0.116003	0.143252	0.180484	0.309040	0.080960	0.024736	0.000000	0.000000
CA, 06701	10 to 19 Unit	0.000000	0.053835	0.108998	0.229237	0.206140	0.170609	0.179722	0.051460	0.000000	0.000000	0.000000
CA, 06701	2 Unit	0.000000	0.043201	0.092269	0.353536	0.220565	0.035010	0.000000	0.000000	0.255419	0.000000	0.000000
CA, 06701	20 to 49 Unit	0.021779	0.016753	0.035593	0.281578	0.125924	0.075554	0.165243	0.277576	0.000000	0.000000	0.000000
CA, 06701	3 or 4 Unit	0.000000	0.131129	0.116293	0.352641	0.156582	0.091648	0.118144	0.000000	0.033563	0.000000	0.000000
CA, 06701	5 to 9 Unit	0.000000	0.119802	0.037458	0.364465	0.266669	0.135247	0.046954	0.000000	0.029405	0.000000	0.000000
CA, 06701	50 or more Unit	0.018610	0.037220	0.049480	0.348208	0.210584	0.096957	0.158439	0.040571	0.039931	0.000000	0.000000
CA, 06701	Mobile Home	0.000000	0.028922	0.194928	0.331661	0.229070	0.086404	0.067840	0.061176	0.000000	0.000000	0.000000
CA, 06701	Single-Family Attached	0.007015	0.023279	0.057284	0.335399	0.462859	0.055974	0.058190	0.000000	0.000000	0.000000	0.000000
CA, 06701	Single-Family Detached	0.029066	0.170623	0.082664	0.181903	0.194498	0.070796	0.177436	0.042259	0.050753	0.000000	0.000000
CA, 06702	10 to 19 Unit	0.013541	0.023832	0.070970	0.185510	0.127170	0.205453	0.147808	0.225716	0.000000	0.000000	0.000000
CA, 06702	2 Unit	0.000000	0.054113	0.167867	0.339059	0.191889	0.144222	0.000000	0.000000	0.102850	0.000000	0.000000
CA, 06702	20 to 49 Unit	0.000000	0.066875	0.094399	0.329215	0.145777	0.190899	0.070067	0.000000	0.102768	0.000000	0.000000
CA, 06702	3 or 4 Unit	0.005215	0.073478	0.211500	0.334155	0.111011	0.097713	0.101156	0.000000	0.065773	0.000000	0.000000
CA, 06702	5 to 9 Unit	0.000000	0.113408	0.129786	0.305468	0.226845	0.086035	0.100522	0.000000	0.037937	0.000000	0.000000
CA, 06702	50 or more Unit	0.025202	0.094509	0.083600	0.223805	0.242707	0.138644	0.161594	0.000000	0.029938	0.000000	0.000000
CA, 06702	Mobile Home	0.000000	0.028922	0.142021	0.384568	0.204781	0.110693	0.067840	0.061176	0.000000	0.000000	0.000000
CA, 06702	Single-Family Attached	0.005620	0.118951	0.104601	0.282214	0.242233	0.061884	0.080783	0.010271	0.093443	0.000000	0.000000
CA, 06702	Single-Family Detached	0.008305	0.180307	0.096989	0.168115	0.184544	0.106150	0.174884	0.041084	0.039622	0.000000	0.000000
CA, 06703	10 to 19 Unit	0.000000	0.132420	0.079364	0.292224	0.182298	0.209900	0.041606	0.062188	0.000000	0.000000	0.000000
CA, 06703	2 Unit	0.018698	0.053757	0.171701	0.215231	0.248708	0.000000	0.057117	0.081957	0.152830	0.000000	0.000000
CA, 06703	20 to 49 Unit	0.021636	0.028368	0.214541	0.246629	0.150356	0.083531	0.117028	0.050579	0.087332	0.000000	0.000000
CA, 06703	3 or 4 Unit	0.028151	0.077000	0.170586	0.249294	0.293079	0.040006	0.098334	0.043549	0.000000	0.000000	0.000000
CA, 06703	5 to 9 Unit	0.021376	0.068538	0.054503	0.392843	0.251259	0.057104	0.039800	0.035693	0.078884	0.000000	0.000000
CA, 06703	50 or more Unit	0.011611	0.058054	0.128502	0.208092	0.192110	0.131776	0.240774	0.029081	0.000000	0.000000	0.000000
CA, 06703	Mobile Home	0.014461	0.014461	0.000000	0.526589	0.315474	0.000000	0.067840	0.061176	0.000000	0.000000	0.000000
CA, 06703	Single-Family Attached	0.015080	0.067517	0.131384	0.247822	0.317863	0.131092	0.024677	0.000000	0.064564	0.000000	0.000000
CA, 06703	Single-Family Detached	0.032326	0.158810	0.159542	0.109028	0.183935	0.093367	0.178065	0.041359	0.043567	0.000000	0.000000
CA, 06704	10 to 19 Unit	0.015322	0.053785	0.127412	0.259450	0.225779	0.124801	0.124193	0.069258	0.000000	0.000000	0.000000
CA, 06704	2 Unit	0.016256	0.038318	0.267693	0.198093	0.185142	0.092571	0.080103	0.029326	0.092499	0.000000	0.000000
CA, 06704	20 to 49 Unit	0.006714	0.106655	0.174183	0.279645	0.141925	0.054755	0.134681	0.039726	0.061715	0.000000	0.000000
CA, 06704	3 or 4 Unit	0.016330	0.032942	0.151700	0.254256	0.219923	0.167867	0.083906	0.039433	0.033643	0.000000	0.000000
CA, 06704	5 to 9 Unit	0.012540	0.110831	0.141092	0.275264	0.209839	0.108657	0.091186	0.040466	0.010125	0.000000	0.000000
CA, 06704	50 or more Unit	0.024050	0.071671	0.111411	0.235621	0.172628	0.080776	0.160411	0.038762	0.104670	0.000000	0.000000
CA, 06704	Mobile Home	0.005734	0.023187	0.043163	0.483426	0.208181	0.107293	0.067840	0.061176	0.000000	0.000000	0.000000
CA, 06704	Single-Family Attached	0.009642	0.049968	0.124532	0.172062	0.295390	0.068355	0.217180	0.000000	0.062872	0.000000	0.000000
CA, 06704	Single-Family Detached	0.022852	0.190406	0.119850	0.153516	0.208733	0.064931	0.151310	0.047530	0.040870	0.000000	0.000000
CA, 06705	10 to 19 Unit	0.000000	0.051767	0.151685	0.299689	0.150133	0.122819	0.108105	0.000000	0.115803	0.000000	0.000000
CA, 06705	2 Unit	0.097700	0.364745	0.118123	0.094499	0.011188	0.052209	0.043565	0.000000	0.217972	0.000000	0.000000
CA, 06705	20 to 49 Unit	0.032411	0.000000	0.267450	0.214548	0.165468	0.176293	0.143830	0.000000	0.000000	0.000000	0.000000
CA, 06705	3 or 4 Unit	0.000000	0.068412	0.168184	0.310176	0.178439	0.193309	0.081479	0.000000	0.000000	0.000000	0.000000
CA, 06705	5 to 9 Unit	0.108738	0.026708	0.016607	0.269859	0.161653	0.184044	0.125226	0.107165	0.000000	0.000000	0.000000
CA, 06705	50 or more Unit	0.000000	0.000000	0.083823	0.377748	0.097089	0.209072	0.140908	0.076142	0.015218	0.000000	0.000000
CA, 06705	Mobile Home	0.028922	0.000000	0.368125	0.158464	0.064615	0.250859	0.067840	0.061176	0.000000	0.000000	0.000000
CA, 06705	Single-Family Attached	0.039470	0.127270	0.070195	0.254643	0.317601	0.033556	0.097304	0.016794	0.043168	0.000000	0.000000
CA, 06705	Single-Family Detached	0.057025	0.126590	0.083036	0.189321	0.213541	0.071297	0.173155	0.040380	0.045654	0.000000	0.000000
CA, 06706	10 to 19 Unit	0.000000	0.037506	0.123483	0.338311	0.206225	0.147810	0.146665	0.000000	0.000000	0.000000	0.000000
CA, 06706	2 Unit	0.000000	0.214877	0.214590	0.062300	0.117715	0.253540	0.062966	0.000000	0.074012	0.000000	0.000000
CA, 06706	20 to 49 Unit	0.009487	0.125054	0.209655	0.231438	0.202304	0.079782	0.142280	0.000000	0.000000	0.000000	0.000000
CA, 06706	3 or 4 Unit	0.022863	0.045725	0.383105	0.158794	0.118530	0.146420	0.090263	0.000000	0.034299	0.000000	0.000000
CA, 06706	5 to 9 Unit	0.014259	0.072044	0.017769	0.258247	0.102274	0.167977	0.160946	0.124861	0.081624	0.000000	0.000000
CA, 06706	50 or more Unit	0.000000	0.053457	0.122135	0.202078	0.194041	0.207985	0.047275	0.109715	0.063314	0.000000	0.000000
CA, 06706	Mobile Home	0.028922	0.000000	0.000000	0.526589	0.195370	0.120104	0.067840	0.061176	0.000000	0.000000	0.000000
CA, 06706	Single-Family Attached	0.079375	0.106396	0.167856	0.243884	0.132779	0.060214	0.052162	0.118787	0.038547	0.000000	0.000000
CA, 06706	Single-Family Detached	0.062796	0.118738	0.135131	0.135465	0.149164	0.148555	0.171164	0.033221	0.045766	0.000000	0.000000
CA, 06707	10 to 19 Unit	0.027036	0.059375	0.215516	0.264252	0.193068	0.088518	0.084960	0.037702	0.029573	0.000000	0.000000
CA, 06707	2 Unit	0.078792	0.136371	0.144478	0.141867	0.077447	0.066817	0.240902	0.000000	0.113326	0.000000	0.000000
CA, 06707	20 to 49 Unit	0.021113	0.075883	0.157827	0.187002	0.261881	0.123887	0.104447	0.025248	0.042712	0.000000	0.000000
CA, 06707	3 or 4 Unit	0.058914	0.053975	0.162379	0.208310	0.214491	0.139065	0.032992	0.032495	0.097378	0.000000	0.000000
CA, 06707	5 to 9 Unit	0.039322	0.061244	0.238965	0.292720	0.201771	0.082758	0.034936	0.009055	0.039230	0.000000	0.000000
CA, 06707	50 or more Unit	0.006530	0.022656	0.112835	0.202706	0.212366	0.108988	0.220918	0.098461	0.014540	0.000000	0.000000
CA, 06707	Mobile Home	0.028922	0.000000	0.330234	0.196355	0.000000	0.315474	0.067840	0.061176	0.000000	0.000000	0.000000
CA, 06707	Single-Family Attached	0.032090	0.040643	0.099027	0.172498	0.323746	0.073382	0.223248	0.023149	0.012217	0.000000	0.000000
CA, 06707	Single-Family Detached	0.090434	0.119432	0.181321	0.098509	0.163578	0.101485	0.149750	0.041560	0.053930	0.000000	0.000000
CA, 06708	10 to 19 Unit	0.027571	0.038967	0.143472	0.211985	0.168612	0.173016	0.157270	0.039170	0.039936	0.000000	0.000000
CA, 06708	2 Unit	0.037097	0.011804	0.107219	0.261578	0.328991	0.118321	0.014773	0.000000	0.120216	0.000000	0.000000
CA, 06708	20 to 49 Unit	0.000000	0.040138	0.110007	0.482336	0.046236	0.058125	0.123973	0.139185	0.000000	0.000000	0.000000
CA, 06708	3 or 4 Unit	0.020719	0.141188	0.110652	0.322545	0.160076	0.128669	0.045811	0.000000	0.070340	0.000000	0.000000
CA, 06708	5 to 9 Unit	0.020639	0.083886	0.177357	0.272239	0.097419	0.173189	0.140465	0.000000	0.034807	0.000000	0.000000
CA, 06708	50 or more Unit	0.010088	0.016350	0.077035	0.207841	0.254213	0.129190	0.166598	0.126404	0.012282	0.000000	0.000000
CA, 06708	Mobile Home	0.014224	0.014698	0.121578	0.405012	0.171884	0.143590	0.067840	0.061176	0.000000	0.000000	0.000000
CA, 06708	Single-Family Attached	0.026923	0.048481	0.135065	0.161978	0.356754	0.023359	0.213315	0.017657	0.016467	0.000000	0.000000
CA, 06708	Single-Family Detached	0.068224	0.130938	0.166798	0.108235	0.189191	0.088544	0.156878	0.041080	0.050112	0.000000	0.000000
CA, 06709	10 to 19 Unit	0.000000	0.089324	0.273123	0.057208	0.175343	0.169806	0.108298	0.072703	0.054195	0.000000	0.000000
CA, 06709	2 Unit	0.035567	0.000000	0.069563	0.459887	0.063776	0.077691	0.000000	0.000000	0.293516	0.000000	0.000000
CA, 06709	20 to 49 Unit	0.012089	0.055328	0.113895	0.339640	0.122781	0.095360	0.112718	0.074635	0.073554	0.000000	0.000000
CA, 06709	3 or 4 Unit	0.025649	0.030437	0.230755	0.207680	0.191457	0.142388	0.164015	0.000000	0.007620	0.000000	0.000000
CA, 06709	5 to 9 Unit	0.029615	0.099692	0.198707	0.215481	0.197706	0.172412	0.070055	0.000000	0.016333	0.000000	0.000000
CA, 06709	50 or more Unit	0.005525	0.078643	0.126322	0.213078	0.147605	0.152754	0.153001	0.106418	0.016654	0.000000	0.000000
